作答ID,用户ID,开始时间,结束时间,作答时长,作答渠道,发布ID,问卷发布名称,IP,经度,纬度,省份,城市,设备类型,操作系统类型,浏览器类型,屏幕分辨率,Synchronicity,Group,Edu,Education,Language,USEOFAI,Synchronicity_1,Synchronicity_2,Synchronicity_3,Synchronicity_4,Synchronicity_5,Synchronicity_6,Synchronicity_7,Synchronicity_8,Synchronicity_9,Synchronicity_10,Synchronicity_11,Synchronicity_12,Relevance_6,Relevance_7,Relevance_8,Relevance_9,Persuasiveness_4,Persuasiveness_5,Persuasiveness_6,Excitement_4,Excitement_5,Excitement_8,Excitement_9,Referencing_1,Referencing_4,Referencing_5,PrivacyConcern_1,PrivacyConcern_2,PrivacyConcern_3,PrivacyConcern_4,PrivacyConcern_5,PrivacyConcern_6,PrivacyConcern_7,PrivacyConcern_8,DisadvantagingTarget_1,DisadvantagingTarget_2,DisadvantagingTarget_3,Autheticity_1,Autheticity_2,Autheticity_3,Trustworthiness_1,Trustworthiness_2,Trustworthiness_3,Trustworthiness_5,Trustworthiness_6,AwarenessGenAI_1,AwarenessGenAI_2,AwarenessGenAI_3,AwarenessGenAI_4,Colonisation_ExcessiveManipulation4,Colonisation_ExcessiveManipulation5,Colonisation_ExcessiveManipulation6,Colonisation_ExcessiveManipulation7,Reflexivity_Potential4,Reflexivity_Potential5,Reflexivity_Potential6,Reflexivity_Potential9,Engagement_Info1,Engagement_Info2,Engagement_Info3,Engagement_Emotion1,Engagement_Emotion2,Engagement_Emotion3,Engagement_Behaviour1,Engagement_Behaviour2,Engagement_Behaviour3,Recall_Brand,Recall_Influencer,ResponseTime1,ResponseTime2,ResponseTime3,PRIVACYCONCERN,DISADVANTAGING,AUTHETICITY,COLONISATION,REFLXIVITY,AI_REALISATION,PERCERIVED_SYNCHRONICITY,CAT_PRIVACYCONCERN,CAT_DISADVANTAGING,CAT_AUTHENTICITY,CAT_COLONISATION,CAT_REFLEXIVITY,CAT_AI_REALISATION,CAT_AUTHETICITY
nZoqWbvnQPd,p7YlrVzM,2025-01-08 17:57:50,2025-01-08 18:14:22,992,1,iyAfQn,消费者性格与AI视频广告研究真人组（Part2-Study3）,119.135.65.72,110.4061389,21.1995566,广东省,湛江市,COMPUTER,Windows,Chrome,1920px*1080px,1,16,4,3,1,3,4,5,4,4,5,4,4,5,4,3,4,5,3,3,3,4,5,5,4,4,4,4,4,4,5,3,2,1,2,2,1,2,2,1,2,2,2,4,5,4,4,4,4,4,5,3,2,2,3,2,1,2,2,3,5,3,3,4,5,5,5,4,4,5,4,4,16,16,133296.8,23789.6,29197.6,1.55555555555556,2,4.25,1.75,3.71428571428571,2.5,4.25,0,0,1,0,0,0,1
g90XrnQl828,5LmZ43Ke,2025-01-08 16:34:45,2025-01-08 16:55:58,1273,1,iyAfQn,消费者性格与AI视频广告研究真人组（Part2-Study3）,1.86.76.60,109.4800150,36.5806163,陕西省,延安市,COMPUTER,Windows,Chrome,1536px*864px,1,16,4,4,1,3,4,5,5,4,5,4,4,5,4,4,4,4,4,4,3,4,4,4,4,4,3,3,4,4,3,3,4,3,4,4,4,4,4,4,2,2,2,4,4,3,3,4,4,3,4,5,4,5,3,4,3,3,3,2,4,3,3,3,4,4,4,3,4,4,4,3,16,16,23057.4,12297.6,23285.9,3.77777777777778,2.57142857142857,3.625,3.25,3.42857142857143,4.25,4.33333333333333,1,1,0,1,0,1,0
Xy4NDNNWnYr,27aDzjOM,2025-01-08 16:34:47,2025-01-08 16:52:48,1081,1,iyAfQn,消费者性格与AI视频广告研究真人组（Part2-Study3）,14.221.165.126,113.7490780,23.0194246,广东省,东莞市,COMPUTER,Windows,Chrome,1440px*900px,1,16,4,5,1,3,5,4,4,4,5,5,4,4,5,4,5,4,4,4,4,5,5,5,5,5,5,4,4,5,5,4,2,1,2,2,1,2,2,2,1,2,1,5,4,5,4,5,5,4,5,4,5,4,4,2,2,1,2,4,4,5,5,5,4,5,5,4,4,5,5,4,16,16,89174.9,47222.8,33304.7,1.66666666666667,1.28571428571429,4.625,1.75,4.42857142857143,4.25,4.41666666666667,0,0,1,0,1,1,1
Xy4N08pxQVw,BMDXk3gM,2025-01-08 16:28:19,2025-01-08 16:36:33,494,1,iyAfQn,消费者性格与AI视频广告研究真人组（Part2-Study3）,182.117.20.216,114.0982586,32.1214808,河南省,信阳市,COMPUTER,Windows,Chrome,1920px*1080px,1,16,5,4,1,3,4,5,5,4,4,5,4,4,5,4,5,4,5,4,4,4,4,4,5,4,4,4,4,4,4,4,3,2,3,3,2,2,3,2,2,2,1,4,5,4,4,4,5,4,5,3,4,4,4,3,2,2,3,4,5,4,4,4,5,4,4,5,4,4,5,4,16,16,27921.1,7350.4,25908.4,2.44444444444444,2.28571428571429,4.375,2.5,4.28571428571429,3.75,4.41666666666667,0,0,1,0,1,0,1
Q1knYyojWqd,G7XnyEOe,2025-01-08 13:12:42,2025-01-08 13:26:29,827,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,125.111.135.69,121.8525650,29.9177500,浙江省,宁波市,COMPUTER,Windows,Chrome,1536px*864px,0,16,4,2,1,3,1,1,1,2,4,4,4,4,4,3,1,1,2,1,1,1,2,1,2,2,2,1,1,3,2,2,5,4,4,4,3,4,4,4,2,3,3,1,1,1,1,1,1,1,1,3,5,5,3,3,2,2,3,2,2,2,2,1,1,2,1,1,1,4,2,1,1,16,48665.2,21764.4,27092.5,3.88888888888889,2.85714285714286,1,2.5,1.85714285714286,4,2.5,1,1,0,0,0,1,0
bo3E15ZVVbN,pLzybbO7,2025-01-08 09:16:16,2025-01-08 10:15:56,3580,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,42.233.120.74,114.0982586,32.1214808,河南省,信阳市,COMPUTER,Windows,WeChat,1920px*1080px,0,16,4,6,1,3,5,4,5,4,4,5,5,4,5,4,5,5,5,4,5,4,5,4,5,5,4,4,5,5,5,5,2,4,4,5,5,5,3,4,2,1,1,4,4,4,4,5,4,4,5,4,4,4,4,3,2,2,2,4,5,5,4,4,5,5,5,4,4,5,5,5,1,16,140314.2,111755.3,32530.4,4,1.85714285714286,4.25,2.25,4.42857142857143,4,4.58333333333333,1,0,1,0,1,1,1
bo3EkKDBJxy,kMrK2Wp7,2025-01-08 09:16:10,2025-01-08 09:28:48,758,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,113.110.252.91,114.0678280,22.6553080,广东省,深圳市,COMPUTER,Windows,Chrome,1440px*900px,0,16,4,2,1,3,4,5,4,4,4,4,4,4,4,4,5,4,4,3,3,3,4,4,3,3,3,3,3,4,3,3,5,4,4,5,4,4,5,4,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,4,4,4,5,3,4,3,4,2,3,3,4,3,4,3,3,2,1,16,39227.2,26515.4,52774.9,4.33333333333333,2.71428571428571,3.25,4.25,3.71428571428571,3,4.16666666666667,1,1,0,1,0,0,0
mNVVY3nWdgz,27adlRbM,2025-01-08 09:01:51,2025-01-08 09:20:50,1139,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,39.154.132.69,111.6730696,40.8170211,内蒙古自治区,呼和浩特市,COMPUTER,Windows,Chrome,1440px*900px,0,16,4,4,1,3,4,4,5,4,5,4,5,4,4,5,4,4,4,3,3,4,4,5,4,4,4,4,4,4,4,4,3,3,4,4,4,5,4,4,2,2,2,4,4,4,4,4,4,4,3,3,4,4,3,2,3,3,2,2,4,3,4,3,4,4,4,4,4,3,4,4,1,16,435642,28168.4,33021.5,3.77777777777778,2,3.875,2.5,3.28571428571429,3.5,4.33333333333333,1,0,1,0,0,0,1
bo334EpwZlR,2Mdry3NL,2025-01-08 08:01:01,2025-01-08 08:15:57,896,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,182.145.64.229,105.0640101,29.5847783,四川省,内江市,COMPUTER,Windows,Chrome,1920px*1080px,0,16,4,4,1,3,5,4,5,5,5,4,4,4,5,5,5,5,5,5,4,5,5,5,4,5,5,4,4,5,5,5,3,3,2,2,3,1,2,3,2,1,1,5,5,4,4,5,5,4,5,4,5,5,5,5,2,1,2,4,4,5,5,4,5,5,5,4,5,4,4,5,1,16,23196.1,23864.1,27561.8,2.33333333333333,1.28571428571429,4.625,2.5,4.42857142857143,4.75,4.66666666666667,0,0,1,0,1,1,1
lAGGQr9680q,QL05yaRe,2025-01-08 07:37:04,2025-01-08 07:53:46,1002,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,120.225.21.78,117.1107495,36.6472998,山东省,济南市,COMPUTER,Windows,Chrome,1920px*1080px,0,16,4,4,1,3,4,5,4,5,4,5,4,5,4,5,4,5,5,4,5,4,5,4,5,5,4,5,4,4,5,4,4,3,4,5,4,4,5,4,2,1,2,4,5,4,4,5,4,4,5,4,5,4,5,3,2,3,2,5,4,5,4,4,5,4,4,5,4,4,5,4,1,16,247876.2,92763.3,37117.5,4.22222222222222,2.14285714285714,4.375,2.5,4.42857142857143,4.5,4.5,1,0,1,0,1,1,1
lAGJoa2AbWR,J7q94ng7,2025-01-08 03:22:31,2025-01-08 03:38:03,932,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,182.89.58.197,109.3813600,24.3363560,广西壮族自治区,柳州市,COMPUTER,Windows,Chrome,1707px*960px,0,16,4,2,1,3,4,5,5,4,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,3,3,4,4,4,4,3,4,3,1,1,2,4,5,4,4,5,4,5,4,4,4,4,3,2,2,2,1,3,5,3,5,4,5,5,5,5,5,4,5,5,1,16,55611.1,32800.9,41271,3.55555555555556,1.71428571428571,4.375,1.75,4.28571428571429,3.75,4.75,1,0,1,0,1,0,1
Q1kG0pZQPg4,WMRNOZ5M,2025-01-08 00:00:47,2025-01-08 00:13:25,758,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,114.223.244.250,120.3197176,31.5739791,江苏省,无锡市,COMPUTER,Mac OS X,Chrome,1280px*800px,0,16,5,4,1,3,4,4,4,5,4,4,5,4,4,4,5,5,5,4,4,4,5,5,5,5,4,5,5,4,5,5,2,2,1,2,1,2,2,2,2,2,2,4,4,5,4,4,4,5,4,4,4,5,4,2,2,1,1,4,4,5,4,5,5,4,4,4,5,4,4,5,1,16,57402.6,38612.8,39526.5,1.66666666666667,1.71428571428571,4.25,1.5,4.42857142857143,4.25,4.33333333333333,0,0,1,0,1,1,1
Q1kGPQjvjrW,Ke5XNRxL,2025-01-07 23:08:41,2025-01-07 23:29:23,1242,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,111.19.6.52,108.9743000,34.2687510,陕西省,西安市,COMPUTER,Windows,Chrome,1280px*720px,0,16,4,2,1,3,2,3,2,2,3,2,3,1,1,2,2,2,1,2,1,1,3,1,2,3,2,1,1,2,2,2,4,4,5,5,4,5,4,2,2,2,3,4,3,3,3,4,3,4,2,5,5,4,4,4,3,4,4,3,4,3,4,3,2,4,2,2,3,4,2,2,1,16,72876,46328.1,27595.5,4,2.14285714285714,3.25,3.75,3.71428571428571,4.5,2.08333333333333,1,0,0,1,0,1,0
nZoAxRw6KrN,8MZJqQyM,2025-01-07 22:59:54,2025-01-07 23:20:47,1253,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,223.101.155.214,123.9574206,41.8744867,辽宁省,抚顺市,COMPUTER,Windows,WeChat,1536px*864px,0,16,5,3,1,3,4,5,4,5,3,4,4,3,2,3,4,4,3,2,3,3,3,3,3,3,2,3,3,3,3,4,5,4,3,5,5,4,4,4,3,3,3,4,3,3,4,4,2,3,4,4,4,3,2,4,4,3,5,2,3,3,4,3,4,4,3,4,3,2,3,2,1,16,310689,18346.2,31435.5,4.33333333333333,3.42857142857143,3.375,4,3.28571428571429,3.25,3.75,1,1,0,1,0,0,0
lAGJZxy542R,o7jQPGdM,2025-01-08 01:00:35,2025-01-08 01:10:50,615,1,B3yiI3,消费者性格与AI视频广告研究真人组（主研究-Study3）,111.29.170.174,110.3538260,20.0426370,海南省,海口市,COMPUTER,Windows,Chrome,1536px*864px,1,2,4,5,1,3,4,5,5,4,5,4,4,5,4,5,5,4,5,5,3,4,5,4,5,4,5,5,4,5,5,4,4,4,5,4,5,3,4,4,1,2,2,5,4,4,4,4,5,5,5,5,4,5,5,2,2,3,1,5,4,5,4,4,5,5,4,5,4,5,5,4,2,2,18958.5,18828.5,44500.7,4.22222222222222,1.42857142857143,4.5,2,4.42857142857143,4.75,4.5,1,0,1,0,1,1,1
NPXz8KA9jzm,qM6kAVv7,2025-01-08 00:01:36,2025-01-08 00:15:19,823,1,B3yiI3,消费者性格与AI视频广告研究真人组（主研究-Study3）,106.225.146.196,115.9191298,28.6745131,江西省,南昌市,COMPUTER,Windows,Chrome,1920px*1080px,1,2,5,4,1,3,4,5,4,4,5,5,4,5,4,5,4,4,5,4,5,4,5,5,4,4,4,5,4,4,4,5,2,1,1,2,2,1,2,1,2,1,1,4,5,4,4,5,5,4,5,4,5,5,4,2,1,2,2,4,4,5,5,4,5,4,5,4,4,4,5,4,2,2,14019.9,7876.3,31244.5,1.55555555555556,1.57142857142857,4.5,1.75,4.57142857142857,4.5,4.41666666666667,0,0,1,0,1,1,1
mNVpn6V8w1p,G7XZnnje,2025-01-07 23:50:59,2025-01-08 00:06:02,903,1,B3yiI3,消费者性格与AI视频广告研究真人组（主研究-Study3）,120.235.6.38,110.2816520,21.6082250,广东省,湛江市,COMPUTER,Windows,Chrome,1920px*1080px,1,2,5,6,1,3,5,5,4,3,4,5,5,5,4,4,5,5,2,2,1,2,4,5,5,3,2,1,1,4,4,2,4,5,4,5,5,4,4,4,2,1,2,4,5,4,4,4,4,3,4,4,5,4,3,2,2,3,4,2,5,3,4,2,4,4,4,2,4,2,4,3,2,2,41804.3,69453.9,24886.4,4.22222222222222,1.85714285714286,4,2.75,3.28571428571429,4,4.5,1,0,1,1,0,1,1
oGmNzAEgZ9K,G7X4Q687,2025-01-07 23:05:38,2025-01-07 23:31:06,1528,1,B3yiI3,消费者性格与AI视频广告研究真人组（主研究-Study3）,175.152.11.22,113.7281860,34.7722010,河南省,郑州市,COMPUTER,Windows,Chrome,3072px*1728px,1,2,5,4,1,3,4,5,5,3,5,4,5,5,4,4,3,4,4,3,5,4,5,5,3,3,4,4,4,4,5,4,2,2,1,2,2,3,1,2,1,3,3,4,5,5,5,4,4,4,3,4,5,4,4,2,2,1,1,4,5,4,5,4,4,5,5,4,3,3,5,4,2,2,45611.4,30853.4,37268.8,1.88888888888889,2,4.25,1.5,4.28571428571429,4.25,4.25,0,0,1,0,1,1,1
bo3d9vVvGll,9LQylwYL,2025-01-07 22:50:27,2025-01-07 23:03:07,760,1,B3yiI3,消费者性格与AI视频广告研究真人组（主研究-Study3）,36.163.167.131,109.0042090,34.2249190,陕西省,西安市,COMPUTER,Windows,Chrome,1280px*720px,1,2,5,2,1,2,5,4,5,4,5,5,5,4,4,4,3,4,3,3,4,4,4,4,4,4,3,4,3,4,4,3,4,5,4,4,5,4,5,5,3,2,2,3,3,3,4,3,3,2,2,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,3,4,3,4,4,2,2,40131.8,27975.2,28737.3,4.44444444444444,2.42857142857143,2.875,3.5,4.28571428571429,4,4.33333333333333,1,1,0,1,1,1,0
oGmN1KVmBmN,2MdjonzL,2025-01-07 22:22:27,2025-01-07 22:42:25,1198,1,B3yiI3,消费者性格与AI视频广告研究真人组（主研究-Study3）,118.78.188.234,110.9979576,35.0556913,山西省,运城市,COMPUTER,Windows,Chrome,1220px*686px,1,2,5,4,1,3,4,5,3,2,4,5,4,5,4,5,4,2,4,4,5,4,4,5,4,4,2,4,2,4,4,5,2,1,1,2,1,2,2,1,2,1,2,4,5,4,4,5,5,5,4,4,5,5,4,2,2,1,2,4,3,4,4,5,4,4,4,4,5,5,4,5,2,2,180736.3,87131.9,30102.3,1.55555555555556,1.57142857142857,4.5,1.75,4.14285714285714,4.5,3.91666666666667,0,0,1,0,1,1,1
mNV8XxyoynO,9LQpZKG7,2025-01-08 18:46:03,2025-01-08 18:54:25,502,1,iyAfQn,消费者性格与AI视频广告研究真人组（Part2-Study3）,223.104.107.164,113.0369570,34.4604050,河南省,郑州市,COMPUTER,Windows,Chrome,1280px*800px,1,2,4,2,1,3,4,5,5,4,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,3,4,2,2,2,1,2,4,2,1,2,4,5,5,4,5,5,5,5,5,5,5,5,2,2,2,1,5,5,5,5,4,5,5,4,5,5,5,5,5,2,2,29837.7,7077.2,25513.2,2.44444444444444,1.71428571428571,4.75,1.75,5,5,4.75,0,0,1,0,1,1,1
oGmgWyZWK9R,5LmwxldM,2025-01-08 18:02:21,2025-01-08 18:15:37,796,1,iyAfQn,消费者性格与AI视频广告研究真人组（Part2-Study3）,114.105.89.119,115.6221350,33.1627790,安徽省,阜阳市,COMPUTER,Windows,Chrome,1920px*1080px,1,2,4,4,1,3,5,4,5,4,5,4,5,5,4,5,4,3,3,5,4,5,5,4,5,5,3,4,5,5,4,5,4,5,5,4,5,4,5,3,1,2,1,4,5,4,5,4,5,5,3,4,5,5,4,4,5,4,5,4,5,3,5,5,4,5,4,5,5,3,5,4,2,2,61381.4,44356.6,26170.2,4.33333333333333,2.28571428571429,4.375,4.5,4.42857142857143,4.5,4.41666666666667,1,0,1,1,1,1,1
lAGyKAQNDOJ,5LmQd5KL,2025-01-08 16:28:42,2025-01-08 16:40:42,720,1,iyAfQn,消费者性格与AI视频广告研究真人组（Part2-Study3）,39.164.245.15,114.6512443,33.6219169,河南省,周口市,COMPUTER,Linux,Firefox,1920px*1080px,1,2,4,4,1,3,4,4,4,3,4,5,4,4,5,3,4,4,2,3,3,2,4,4,4,3,3,3,3,3,3,3,3,2,3,3,2,3,2,2,2,3,2,4,4,4,4,4,3,2,4,3,3,2,3,3,2,2,1,2,3,3,4,2,3,3,3,3,2,2,2,3,2,2,104362,31649,34369,2.55555555555556,2.28571428571429,3.625,2,2.85714285714286,2.75,4,0,0,1,0,0,0,0
Q1knakQQk4Y,z7APz9PM,2025-01-08 11:04:28,2025-01-08 11:20:14,946,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,60.15.136.135,126.5061510,48.2418770,黑龙江省,黑河市,COMPUTER,Windows,Chrome,1536px*864px,0,2,5,3,1,3,4,4,5,4,5,5,4,5,4,5,4,4,5,5,4,5,4,4,5,5,4,4,5,5,5,4,2,1,1,2,3,1,2,2,2,1,1,4,5,5,5,4,4,5,4,5,4,4,5,2,1,1,2,4,5,4,4,4,4,5,5,5,4,4,5,4,15,2,37900.2,71886.5,31828.3,1.66666666666667,1.57142857142857,4.5,1.5,4.42857142857143,4.5,4.41666666666667,0,0,1,0,1,1,1
NPX2Er4JNbg,KLO4qnYe,2025-01-08 10:25:20,2025-01-08 10:41:56,996,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,117.141.211.4,109.4146282,24.3181756,广西壮族自治区,柳州市,COMPUTER,Windows,Chrome,1920px*1080px,0,2,4,4,1,3,4,4,4,3,3,4,3,3,3,2,4,4,3,4,2,4,4,3,4,3,3,2,2,4,2,2,4,4,4,5,3,4,4,4,3,3,4,4,3,4,4,4,4,3,4,3,4,4,3,3,2,2,3,2,3,2,4,2,3,3,4,3,3,4,4,3,15,2,28447.9,26250.1,33866.7,4.11111111111111,3,3.75,2.5,3.14285714285714,3.5,3.41666666666667,1,1,0,0,0,0,0
g900yxngvDy,oe4dKyqe,2025-01-08 08:42:17,2025-01-08 08:58:28,971,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,113.13.44.12,110.3177330,25.2534060,广西壮族自治区,桂林市,COMPUTER,Windows,Chrome,1920px*1080px,0,2,5,2,1,2,4,4,4,5,5,3,5,4,3,3,5,5,3,2,2,3,4,3,2,2,2,1,1,4,3,3,4,3,5,5,4,2,4,4,4,4,4,2,1,1,4,3,4,4,4,4,3,4,4,4,4,3,3,3,4,3,4,1,2,4,2,2,1,1,1,1,15,2,19441.4,13676.6,29108.1,3.88888888888889,3.85714285714286,2.875,3.5,3.28571428571429,3.75,4.16666666666667,1,1,0,1,0,0,0
NPXXmpaoW1r,qM6BV4VM,2025-01-08 07:40:58,2025-01-08 07:58:29,1051,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,113.109.197.234,113.3643020,23.2729240,广东省,广州市,COMPUTER,Windows,Chrome,1536px*864px,0,2,4,2,1,3,2,3,2,2,2,3,2,3,2,2,3,2,2,2,1,2,2,3,3,2,2,2,3,4,3,4,4,5,4,4,4,5,4,4,3,2,3,4,4,3,3,4,3,3,2,5,4,5,4,4,4,3,5,4,3,3,3,3,4,2,3,3,2,2,3,2,15,2,59034,59234,29841.5,4.22222222222222,2.85714285714286,3.25,4,3.57142857142857,4.5,2.33333333333333,1,1,0,1,0,1,0
nZoAYgzyKB0,2MdV93XL,2025-01-08 00:00:57,2025-01-08 00:12:32,695,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,39.146.177.114,116.9508030,31.4534920,安徽省,六安市,COMPUTER,Windows,Chrome,1536px*864px,0,2,5,3,1,3,4,4,4,4,3,4,3,5,5,5,3,3,2,2,2,3,2,2,2,1,1,1,1,1,1,1,4,4,4,5,5,5,5,4,4,4,3,2,2,2,3,3,4,4,3,5,5,4,3,4,4,4,3,3,2,2,3,2,2,2,3,2,2,3,3,2,15,2,26727.3,18084.4,31000.8,4.44444444444444,4,2.875,3.75,2.14285714285714,4.25,3.91666666666667,1,1,0,1,0,1,0
bo3d22Pb61N,9LQGD1BM,2025-01-07 23:20:52,2025-01-07 23:41:47,1255,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,112.36.8.47,117.9771299,37.4092992,山东省,滨州市,COMPUTER,Windows,Chrome,1920px*1080px,0,2,3,2,1,3,3,2,3,3,4,4,4,2,3,4,4,3,3,4,4,3,3,2,3,3,2,2,2,2,2,2,4,3,3,5,4,4,3,4,2,1,1,3,2,2,3,2,3,2,1,5,4,5,5,4,3,4,4,3,4,4,4,2,1,3,2,1,2,1,2,2,15,2,4686.9,8630,26301,3.88888888888889,2,2.25,3.75,3.71428571428571,4.75,3.25,1,0,0,1,0,1,0
NPXzWQRbGxq,G7XBEKOe,2025-01-07 23:14:37,2025-01-07 23:41:46,1629,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,117.140.191.222,110.2972681,25.2782583,广西壮族自治区,桂林市,COMPUTER,Windows,Chrome,1536px*864px,0,2,4,3,1,3,3,2,2,3,3,2,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,2,2,3,3,3,4,3,4,4,3,4,3,2,1,1,2,3,3,4,3,4,3,4,3,5,5,4,4,2,2,1,3,3,4,3,4,3,4,3,3,3,4,2,3,3,15,2,74613.5,55305,41206.4,3.33333333333333,1.71428571428571,3.375,2,3.71428571428571,4.5,2.66666666666667,1,0,0,0,0,1,0
bo3dJvjNXYR,WMRBardM,2025-01-07 22:50:34,2025-01-07 23:10:30,1196,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,42.49.74.61,109.9958843,27.5484363,湖南省,怀化市,COMPUTER,Windows,Chrome,1536px*864px,0,2,4,4,1,3,4,3,5,3,4,4,5,5,4,3,5,5,3,4,4,5,4,5,2,3,5,4,5,5,5,3,4,2,1,3,2,1,1,2,2,1,1,5,5,4,5,4,5,4,3,5,4,5,5,1,3,2,2,5,3,4,3,4,5,5,4,3,4,4,4,5,15,2,25606.9,17365,31132.8,2,1.42857142857143,4.375,2,4,4.75,4.16666666666667,0,0,1,0,1,1,1
vwkV9QErNbQ,27aJlabL,2025-01-07 22:25:38,2025-01-07 22:46:31,1253,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,58.60.155.59,114.0867734,22.5383279,广东省,深圳市,COMPUTER,Windows,Chrome,1440px*960px,0,2,4,3,1,1,2,2,3,2,2,2,3,4,3,2,2,2,2,2,2,2,3,1,2,2,2,3,2,2,3,2,5,4,5,5,5,5,5,5,3,3,4,4,3,2,3,3,2,1,3,4,4,4,4,4,3,3,2,3,3,2,3,1,2,2,2,2,3,2,2,2,15,2,145391,34533.9,31849.6,4.88888888888889,3.42857142857143,2.625,3,2.85714285714286,4,2.41666666666667,1,1,0,1,0,1,0
NPXzW41aE4v,ve8OvogL,2025-01-07 23:22:59,2025-01-07 23:37:11,852,1,B3yiI3,消费者性格与AI视频广告研究真人组（主研究-Study3）,153.99.190.77,119.2108440,34.6326541,江苏省,连云港市,COMPUTER,Windows,Chrome,1536px*864px,1,3,4,2,1,3,4,4,4,3,3,4,3,4,4,4,4,5,3,4,3,4,5,4,5,4,3,3,4,4,5,3,3,2,3,4,2,4,3,3,2,2,1,4,4,4,4,4,5,4,4,4,4,3,4,2,2,3,2,3,5,4,5,4,5,4,4,4,4,4,4,5,3,3,60667.6,43983.3,34797.4,3.11111111111111,1.71428571428571,4.125,2.25,4,3.75,3.83333333333333,0,0,1,0,1,0,1
Q1kG2aZWYjG,WMRBardM,2025-01-07 23:07:19,2025-01-07 23:20:34,795,1,B3yiI3,消费者性格与AI视频广告研究真人组（主研究-Study3）,42.49.74.61,109.9958843,27.5484363,湖南省,怀化市,COMPUTER,Windows,Chrome,1536px*864px,1,3,4,4,1,3,5,4,3,5,4,5,5,4,5,3,3,4,4,4,3,5,3,5,4,5,4,4,4,4,5,4,2,2,1,3,2,1,1,3,3,1,2,4,4,5,5,4,5,3,4,5,4,4,5,4,5,4,5,4,5,5,4,4,5,4,4,3,5,4,5,4,3,3,16078.4,12574.6,32355.2,1.88888888888889,1.85714285714286,4.25,4.5,4,4.5,4.16666666666667,0,0,1,1,1,1,1
lAGJdaBNxjg,37KwaKQ7,2025-01-07 23:05:20,2025-01-07 23:21:07,947,1,B3yiI3,消费者性格与AI视频广告研究真人组（主研究-Study3）,58.242.162.133,117.3585642,32.9468457,安徽省,蚌埠市,COMPUTER,Windows,Chrome,1366px*768px,1,3,4,4,1,3,5,5,5,4,5,5,4,4,5,4,5,5,4,4,4,5,5,5,5,5,5,5,4,5,4,4,1,1,2,2,1,2,1,1,1,1,2,5,5,4,5,5,5,4,5,2,4,2,2,1,1,1,1,4,5,4,4,5,5,5,4,5,5,5,4,5,3,3,54805.1,41292,23282.5,1.33333333333333,1.42857142857143,4.75,1,4.42857142857143,2.5,4.66666666666667,0,0,1,0,1,0,1
mNV84jwR4zO,BMDN8mkL,2025-01-08 16:50:21,2025-01-08 17:17:25,1624,1,iyAfQn,消费者性格与AI视频广告研究真人组（Part2-Study3）,121.28.95.133,114.5054340,38.0430537,河北省,石家庄市,COMPUTER,Windows,Chrome,1280px*800px,1,3,3,5,1,3,5,4,4,4,4,5,5,4,5,4,4,4,4,3,2,4,5,4,5,5,5,4,5,4,4,5,4,4,5,5,4,4,5,4,2,2,2,4,5,4,4,4,5,4,5,4,5,3,3,3,2,2,4,3,4,4,5,5,4,5,4,5,5,4,5,3,3,3,111429.195,48005,33305.305,4.22222222222222,2,4.375,2.75,3.71428571428571,3.75,4.33333333333333,1,0,1,1,0,0,1
