作答ID,用户ID,开始时间,结束时间,作答时长,作答渠道,IP,经度,纬度,省份,城市,设备类型,操作系统类型,浏览器类型,屏幕分辨率,Synchronicity,Group,Gender,Education,Age,NativeLanguage,Experience_AI,SelfPersonality_1,SelfPersonality_2,SelfPersonality_3,SelfPersonality_4,SelfPersonality_5,SelfPersonality_6,SelfPersonality_7,SelfPersonality_8,SelfPersonality_9,SelfPersonality_10,SelfPersonality_11,SelfPersonality_12,SelfPersonality_13,SelfPersonality_14,SelfPersonality_15,SelfPersonality_16,BrandPersonality_1,BrandPersonality_2,BrandPersonality_3,BrandPersonality_4,BrandPersonality_5,BrandPersonality_6,BrandPersonality_7,BrandPersonality_8,BrandPersonality_9,BrandPersonality_10,BrandPersonality_11,BrandPersonality_12,BrandPersonality_13,BrandPersonality_14,BrandPersonality_15,BrandPersonality_16,InfluencerPersonality_1,InfluencerPersonality_2,InfluencerPersonality_3,InfluencerPersonality_4,InfluencerPersonality_5,InfluencerPersonality_6,InfluencerPersonality_7,InfluencerPersonality_8,InfluencerPersonality_9,InfluencerPersonality_10,InfluencerPersonality_11,InfluencerPersonality_12,InfluencerPersonality_13,InfluencerPersonality_14,InfluencerPersonality_15,InfluencerPersonality_16,ContentMatch_1,ContentMatch_2,ContentMatch_3,ContentMatch_4,ContentMatch_7,ContentMatch_8,ContentMatch_9,ContentMatch_10,ContentMatch_11,ContentMatch_12,ContentMatch_13,ContentMatch_14,ExtendedPersonality_1,ExtendedPersonality_2,ExtendedPersonality_3,ExtendedPersonality_4,ExtendedPersonality_5,ExtendedPersonality_6,ExtendedPersonality_7,ExtendedPersonality_8,ExtendedPersonality_9,ExtendedPersonality_10,ExtendedPersonality_11,ExtendedPersonality_12,ExtendedPersonality_13,ExtendedPersonality_14,ExtendedPersonality_15,ExtendedPersonality_16,TargetingGap_1R,TargetingGap_2R,TargetingGap_3R,TargetingGap_4,TargetingGap_5,DemonstrativeGap_1R,DemonstrativeGap_2R,DemonstrativeGap_3R,DemonstrativeGap_4R,DemonstrativeGap_5,PersuasiveGap_1,PersuasiveGap_2,PersuasiveGap_3,PersuasiveGap_5,PersuasiveGap_6,Recall_Brand,Recall_Influencer,ResponseTime1,ResponseTime2,ResponseTime3,AVE_SP_1,AVE_SP_2,AVE_SP_3,AVE_SP_4,AVE_BP_1,AVE_BP_2,AVE_BP_3,AVE_BP_4,AVE_IP_1,AVE_IP_2,AVE_IP_3,AVE_IP_4,AVE_EP_1,AVE_EP_2,AVE_EP_3,AVE_EP_4
Q1kOdJoywRA,QL01nZQe,28/12/2024 10:24,28/12/2024 10:38,853,1,118.76.50.152,112.859436,35.501227,山西省,晋城市,COMPUTER,Windows,Chrome,1920px*1080px,0,10,2,4,3,1,2,3,2,2,3,4,2,4,4,3,2,4,2,4,3,2,3,3,2,4,2,2,4,4,2,4,3,2,3,4,3,4,2,4,2,3,2,3,3,3,2,4,2,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,3,4,3,4,2,3,2,4,2,4,3,3,2,4,2,2,4,3,2,2,4,4,4,4,2,2,4,4,2,2,7,10,51871.8,36188.8,30398.6,2.5,4,2.333333333,3,2.75,3,3,3.25,2.75,2.75,3,4,3.5,2.75,3.25,2.75
oGmxPvGjjnO,kM1Z6OE7,28/12/2024 09:38,28/12/2024 09:49,686,1,111.35.185.203,122.471888,37.153256,山东省,威海市,COMPUTER,Windows,Chrome,2048px*1152px,0,10,1,5,2,1,3,4,4,4,4,4,2,4,4,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,5,2,4,2,4,2,4,2,4,2,4,2,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,5,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,4,4,2,2,4,4,4,4,2,2,2,2,2,2,7,10,22211.6,22452.7,40360.4,4,4,2.666666667,3,3,3,3,3.25,3,3,3.5,4.25,3.25,3,3,3
Xy4mJ9gNkdD,5M2b0wNM,28/12/2024 08:48,28/12/2024 09:05,1039,1,111.122.158.26,107.5028033,26.2524622,贵州省,黔南布依族苗族自治州,COMPUTER,Windows,Chrome,1920px*1080px,0,10,1,4,4,1,3,4,4,4,4,4,1,5,4,4,2,4,1,4,2,4,3,4,2,5,1,4,2,4,1,4,2,5,1,5,2,4,1,4,2,4,1,5,1,4,2,4,1,4,4,5,4,4,4,4,5,4,4,4,5,4,4,5,4,4,4,4,1,5,2,4,1,5,1,4,2,5,2,4,2,4,1,4,4,5,2,2,4,5,4,4,2,2,2,1,2,2,7,10,38362.1,8438.6,49117.4,4,4.333333333,2.333333333,3.25,3,2.75,3,3,2.75,3,3.25,4.25,3,2.75,3.25,2.75
vwkWkxZjmQQ,me3ZvW9L,28/12/2024 07:38,28/12/2024 07:51,804,1,111.18.2.153,108.995731,34.295346,陕西省,西安市,COMPUTER,Windows,Chrome,1039px*649px,0,10,2,3,4,1,2,3,2,2,3,3,2,4,4,2,2,4,2,4,2,4,4,4,4,4,2,2,3,3,3,2,3,2,2,3,4,4,2,3,2,4,2,2,3,2,3,3,2,2,4,3,4,3,4,3,3,2,2,3,4,3,3,3,2,3,4,3,2,3,2,2,3,3,4,3,3,2,2,2,2,3,4,2,2,2,3,4,3,4,4,3,4,4,4,4,4,4,7,10,31274.8,70647.6,31618.4,2.5,3.666666667,2,3.5,3.5,2.75,2.25,3.25,2.75,2.5,2.75,3.5,2.5,3,2.5,2.75
Q1kZppQkbRW,o7jRz1l7,28/12/2024 00:23,28/12/2024 00:36,781,1,219.143.236.46,116.341826,39.958538,北京市,市辖区,COMPUTER,Windows,Chrome,1920px*1080px,0,10,1,4,2,1,3,4,2,2,2,5,2,4,3,4,1,4,3,4,2,5,4,3,2,2,4,3,2,3,3,2,4,4,4,3,2,1,3,3,2,4,4,2,5,4,3,2,2,4,2,4,3,2,2,2,1,2,2,3,2,2,4,5,2,3,4,2,3,2,3,4,3,3,5,4,4,4,3,4,4,4,4,3,2,2,4,4,4,2,3,2,4,4,4,5,4,4,7,10,49069.5,32519.6,32428.9,2.5,4,2.666666667,3.75,2.75,2.75,3.5,2.25,3.25,3.5,2.5,2.75,2.5,3.75,3.75,4
Xy4ZYN8yX0G,me3vgboL,27/12/2024 22:50,27/12/2024 23:03,781,1,14.212.114.254,113.1258988,23.022991,广东省,佛山市,COMPUTER,Windows,Chrome,1600px*900px,0,10,1,3,3,1,3,2,4,3,2,4,2,5,4,2,2,5,1,4,2,4,4,4,2,2,2,3,1,3,4,2,2,1,1,4,2,5,3,4,2,4,2,3,4,2,4,3,2,1,5,2,4,3,3,4,4,4,4,5,4,4,4,3,3,4,4,3,1,4,2,4,3,4,4,3,1,2,1,4,3,4,2,3,4,4,2,2,3,2,4,4,2,2,3,2,4,2,7,10,36495.2,25320.3,26609.7,2.75,4.333333333,1.666666667,3.5,2.5,2.75,1.5,3.5,3,3.25,2.75,3,2.5,3.75,1.75,3.25
mNVQDbBvEgx,8MZj0Y8M,27/12/2024 22:27,27/12/2024 22:52,1513,1,120.225.219.0,117.1107495,36.6472998,山东省,济南市,COMPUTER,Mac OS X,Chrome,1440px*900px,0,10,2,4,3,1,3,4,4,5,4,4,2,4,5,2,2,4,2,2,2,2,1,5,5,5,1,5,3,5,4,5,1,1,1,5,4,5,2,2,1,2,1,5,1,5,1,2,3,2,4,4,4,4,5,5,5,5,4,5,5,4,5,5,5,5,5,5,3,3,2,5,3,4,3,4,2,2,2,3,4,5,2,5,5,5,1,1,4,5,5,4,2,2,3,2,1,1,7,10,148583.4,102826.1,29676.1,4.25,4.333333333,2,1.75,4,4.25,2,4,1.5,3,2.75,4.25,3.25,3.75,2.5,3.5
Xy4ZWxYv3Rr,xebWAEkM,27/12/2024 22:31,27/12/2024 22:48,1034,1,14.153.37.44,114.134066,22.696648,广东省,深圳市,COMPUTER,Windows,Chrome,2560px*1440px,0,10,1,4,2,1,3,2,1,2,2,4,3,4,5,2,2,4,1,4,2,5,3,4,4,5,2,5,1,4,2,5,2,2,2,5,3,4,2,3,1,4,2,5,1,3,2,4,3,4,3,4,5,4,4,2,1,1,1,1,2,1,2,2,2,1,2,4,3,3,2,4,2,4,1,4,2,3,2,4,2,5,1,2,1,1,4,4,4,5,5,4,4,4,3,4,5,4,7,10,16311.7,10347.6,49756.8,1.75,4.333333333,1.666666667,3.5,3.75,3,2.75,3.5,2.5,2.75,3.5,4.25,3,2.75,2.75,3
g901PQRr6b5,kM1orRzL,27/12/2024 22:49,27/12/2024 23:00,644,1,120.231.231.17,114.071898,22.645319,广东省,深圳市,COMPUTER,Windows,Chrome,1707px*1067px,1,11,2,4,4,1,3,4,4,5,4,3,2,4,3,2,3,3,1,2,2,2,2,4,4,5,4,4,2,4,2,2,3,3,4,2,2,4,2,4,4,4,4,3,2,4,2,2,3,3,3,2,4,3,4,4,5,4,4,5,4,5,5,4,4,4,4,4,4,4,4,3,2,3,2,2,3,3,3,2,2,2,2,4,5,5,2,1,5,4,3,4,2,2,1,1,2,2,11,11,21260.8,48295.5,28576,4.25,3.333333333,2,2,4.25,3,3,2.5,4,2.75,2.75,3.25,4,2.5,2.75,2
nZoyK62ABqN,VMJZpymM,27/12/2024 22:48,27/12/2024 22:57,528,1,60.27.235.150,117.188631,39.099546,天津市,市辖区,COMPUTER,Windows,Chrome,2560px*1440px,1,11,1,5,4,1,3,5,3,4,3,5,1,3,5,4,1,4,3,5,1,4,4,4,4,2,3,3,1,5,1,3,4,2,2,3,1,5,1,4,5,5,2,3,1,3,1,3,1,4,5,2,5,2,5,5,5,5,4,5,4,3,5,5,4,4,4,4,4,5,1,3,1,3,1,2,3,2,1,3,2,2,1,4,4,5,2,2,5,5,4,5,2,2,3,2,1,2,11,11,52141.6,47307.8,30569.4,3.75,4.333333333,2.666666667,3.5,3.25,2.5,2.75,2.5,4,2,3.25,3.5,3.5,2,2,2
mNVQWnmmxYA,9LQnlY4e,27/12/2024 22:31,27/12/2024 22:44,749,1,42.100.36.62,126.6520214,45.75723,黑龙江省,哈尔滨市,COMPUTER,Windows,Chrome,1920px*1080px,1,11,1,4,5,1,3,4,4,5,5,4,1,4,5,5,2,5,2,5,2,4,1,4,1,4,1,5,2,5,2,5,2,5,1,4,1,4,1,4,1,4,1,4,1,4,1,5,2,5,4,5,4,4,5,4,5,4,5,5,4,5,4,5,4,4,5,4,1,4,1,4,1,5,2,5,2,5,2,4,1,4,1,4,5,4,2,1,4,5,5,4,2,2,1,2,1,2,11,11,39305.1,3398.9,1234.4,4.5,4.333333333,3,3,2.5,3.5,3.25,2.5,2.5,2.5,4,4.5,2.5,3,3.5,2.5
Xy4ZjQ8wVJO,leN26jge,27/12/2024 21:41,27/12/2024 21:55,824,1,223.104.194.98,120.415645,36.306134,山东省,青岛市,COMPUTER,Windows,Chrome,1440px*960px,1,11,1,5,3,1,3,5,4,4,3,4,1,4,4,3,1,5,2,5,4,4,4,4,4,4,2,5,1,3,2,5,2,2,2,4,1,4,1,5,4,4,2,5,1,4,1,4,3,3,4,4,5,4,5,5,4,4,3,5,5,4,5,5,4,4,5,4,1,5,2,5,1,4,2,4,3,4,3,5,1,3,1,5,5,4,2,1,4,5,5,4,2,2,5,2,1,1,11,11,33605.2,17096.1,14871.9,4,4,2,4.25,3.5,2.75,2.75,2.5,3.75,2.75,3.5,4.5,3,3,3.5,2.5
nZoy02gQv3B,5LwYlZzM,27/12/2024 21:42,27/12/2024 21:54,702,1,123.246.50.26,123.164895,41.275415,辽宁省,辽阳市,COMPUTER,Windows,Chrome,800px*360px,1,11,2,4,4,1,3,5,5,4,4,5,1,2,5,4,2,5,2,5,1,1,2,5,5,4,5,5,2,4,1,5,4,4,4,4,1,5,2,5,5,4,4,2,1,4,1,2,2,1,4,2,5,4,5,5,5,4,5,5,4,5,4,4,5,4,5,5,4,5,2,2,2,5,1,2,2,1,2,2,1,2,1,5,5,4,1,1,5,4,4,5,1,1,5,2,1,2,11,11,49346.5,18833.8,27885.6,4.5,4,2.666666667,2.25,4.75,3,4.25,3,4.5,2,2.25,4,4,2.5,1.75,1.5
Xy4ZjAkAkYr,p7YZxgWL,27/12/2024 21:32,27/12/2024 21:50,1078,1,27.211.98.167,117.04135,36.6623208,山东省,济南市,COMPUTER,Windows,Firefox,1408px*880px,1,11,2,4,5,1,3,3,2,2,2,5,3,4,4,3,2,4,2,5,2,3,3,4,4,4,2,4,1,3,2,3,3,3,2,4,1,4,3,5,3,2,3,4,2,4,2,3,3,2,3,4,5,4,5,3,4,3,4,5,3,4,4,4,3,4,4,3,2,4,1,4,3,2,2,4,3,4,2,4,2,4,1,4,4,4,2,2,5,4,4,3,2,3,4,4,2,3,11,11,62141,62764,33097,2.25,4.333333333,2.333333333,3.25,3.5,2.5,2.75,3,3.25,3,2.75,4.5,2.5,2.75,3.25,2.75
oGm5kg1K294,pLzwB10e,27/12/2024 21:38,27/12/2024 21:49,682,1,116.253.130.233,109.4146282,24.3181756,广西壮族自治区,柳州市,COMPUTER,Windows,Chrome,1680px*1050px,1,11,1,4,2,1,3,3,2,2,2,4,3,4,3,4,2,4,1,4,3,4,4,5,4,4,2,4,1,4,1,5,4,4,4,4,1,4,2,4,4,3,4,4,2,4,1,5,4,4,3,4,5,4,5,5,4,4,4,5,4,4,5,5,4,5,4,5,2,4,4,4,2,5,2,4,4,4,4,4,2,4,1,3,4,3,2,2,4,5,4,4,2,2,3,1,2,2,11,11,41312.435,46136.21,31643.29,2.25,3.666666667,2.333333333,3.75,3.75,2.5,4.25,2.75,3.75,2.75,4,4.5,3.75,3.25,4,2.75
Xy4vXxWnBG8,leNO1YgM,27/12/2024 21:37,27/12/2024 21:49,726,1,39.144.139.0,104.188729,30.836732,四川省,成都市,COMPUTER,Linux,Chrome,793px*355px,1,11,1,4,4,1,3,4,4,4,3,5,2,4,5,4,1,5,2,5,2,4,3,4,4,4,3,2,1,2,1,4,3,4,2,2,1,2,1,4,5,5,2,4,1,3,1,4,2,3,5,4,5,3,5,5,4,4,5,5,4,4,5,5,4,5,5,5,3,5,2,4,1,3,1,4,2,3,2,4,1,4,2,4,5,4,2,1,4,5,4,4,2,2,4,2,1,2,11,11,67747.6,33503.1,35743.2,3.75,4.666666667,2.333333333,3.5,3.75,1.5,3.25,1.5,4,2.25,3.5,4.25,3.75,2.25,2.75,2.75
WQ2x1QQABxb,RMWd8vB7,27/12/2024 21:25,27/12/2024 21:45,1201,1,223.88.186.206,112.476018,34.61601,河南省,洛阳市,COMPUTER,Windows,Chrome,1536px*864px,1,11,1,4,3,1,3,3,2,4,1,4,2,4,4,3,2,4,1,5,3,4,3,4,3,5,2,4,1,3,2,3,3,2,2,2,1,4,1,5,3,4,2,2,1,4,1,4,3,3,3,2,4,2,4,3,3,3,3,3,3,4,3,3,4,2,3,4,2,5,2,4,3,3,3,4,2,4,3,4,2,5,1,4,4,4,3,3,4,4,4,4,2,2,4,3,3,2,11,11,66106.6,38559,35077,2.5,4,2,3.75,3.5,2.5,2.5,2,3.5,2,3.25,3,3.25,3.25,3.25,3
Xy4vXpaWrXw,4enkvdmM,27/12/2024 21:34,27/12/2024 21:44,556,1,42.49.148.74,109.9958843,27.5484363,湖南省,怀化市,COMPUTER,Windows,WeChat,1440px*900px,1,11,2,4,2,1,3,4,3,3,3,4,2,3,4,4,3,4,2,4,3,2,3,3,3,4,2,4,2,4,3,3,2,4,2,4,3,4,2,4,3,4,3,4,2,4,2,4,2,3,4,4,4,4,3,4,4,4,4,3,4,4,3,3,3,4,4,3,3,3,3,3,3,4,2,4,3,3,3,3,3,4,3,4,3,4,3,3,4,4,4,4,4,3,4,4,3,3,11,11,23285,13713.9,5128.9,3.25,3.666666667,3,3,3,3.25,2.75,3.25,3.5,3,3.25,3.75,3,3,3.25,3.25
nZoO09kN1k2,27aQrk67,28/12/2024 08:19,28/12/2024 08:40,1236,1,114.231.193.110,120.8753318,32.0119567,江苏省,南通市,COMPUTER,Windows,Chrome,1920px*1080px,0,11,2,4,3,1,3,3,2,2,2,4,3,4,3,3,3,4,2,4,3,4,3,2,2,4,2,4,3,4,2,4,2,2,4,3,2,4,3,4,4,4,4,3,2,3,2,4,3,4,3,4,4,4,4,3,4,3,3,4,3,4,4,4,3,4,4,3,3,3,2,3,3,4,2,3,2,2,2,3,2,2,2,4,4,4,2,2,3,4,3,2,2,2,3,2,2,2,6,11,88272.995,64196.88,30162.095,2.25,3.666666667,2.666666667,3.5,2.5,3.25,3,3,4,2.5,3.5,4,2.75,3,2.25,2.25
Xy4wG3PrKbd,WLGv3Ew7,28/12/2024 08:06,28/12/2024 08:16,580,1,120.43.237.66,118.580069,24.8964381,福建省,泉州市,COMPUTER,Windows,Chrome,1920px*1080px,0,11,2,4,3,1,3,5,4,4,4,5,1,4,5,4,3,5,2,5,2,5,2,4,1,5,2,5,2,4,1,5,2,2,2,5,2,5,3,4,3,5,2,5,1,4,1,4,1,2,4,4,5,4,5,5,4,5,4,5,4,5,4,5,3,4,5,4,1,5,2,5,2,5,1,4,1,3,2,5,2,4,1,4,5,5,1,1,4,5,5,4,1,2,4,2,3,1,6,11,32684.7,16728.1,28718.3,4.25,4.666666667,3,3.5,3,3,2.75,3.75,3.5,2.75,2.75,4.5,3,3.25,2.5,3
nZoWoKNpNvA,BMDNGXkL,28/12/2024 07:27,28/12/2024 07:50,1337,1,111.63.5.31,118.1571651,39.6438538,河北省,唐山市,COMPUTER,Windows,Chrome,1600px*900px,0,11,1,4,2,1,3,5,5,5,5,5,1,2,5,5,4,5,2,5,5,2,1,2,2,5,2,4,1,5,2,5,2,2,2,5,1,4,2,5,1,4,1,4,1,4,1,5,2,2,4,5,5,4,5,4,5,5,4,4,5,4,4,5,5,4,5,5,2,4,4,5,1,4,2,5,1,2,1,4,2,5,1,4,5,4,1,1,5,4,4,5,1,2,1,2,1,2,6,11,47221.2,18963.7,45358.8,5,4,3.666666667,3.25,2.75,3,2.75,3,2.75,2.5,3.25,4.75,3.75,3,2.25,3
mNVQlylvDjD,xLVXo0zM,27/12/2024 23:39,28/12/2024 00:08,1767,1,220.200.107.19,110.3189135,20.0143207,海南省,海口市,COMPUTER,Windows,Chrome,1536px*864px,0,11,1,4,3,1,3,5,4,4,4,5,1,3,5,4,1,5,2,5,2,3,3,3,2,5,4,4,1,3,1,4,1,1,2,5,2,5,1,5,3,4,1,4,3,4,3,5,2,2,5,3,5,4,4,4,5,5,3,5,3,3,4,4,5,4,5,5,2,4,3,3,1,4,1,4,1,2,2,3,3,4,2,5,4,5,2,1,4,5,4,3,3,2,3,3,2,2,6,11,104542.1,108699.1,4330.7,4.25,4.333333333,2.333333333,3.25,3.5,2.25,2,3.25,3.25,3.5,3.5,4,3.5,2.25,2.25,3
oGm8XrRZ300,G7XrBVGe,27/12/2024 23:18,27/12/2024 23:31,800,1,123.52.208.176,115.0221563,35.7626452,河南省,濮阳市,COMPUTER,Windows,Chrome,1920px*1080px,0,11,1,4,2,1,3,4,4,5,4,4,2,4,5,4,1,5,2,5,2,3,2,4,3,5,2,5,1,4,1,4,2,2,1,4,4,4,1,4,3,5,2,5,1,4,1,4,2,2,5,4,2,4,3,4,4,5,4,5,5,5,4,5,5,4,4,5,3,4,1,5,2,4,1,4,1,3,2,4,3,5,2,5,4,4,1,2,4,5,5,4,1,1,4,2,1,1,6,11,55766.6,12886.3,25277.1,4.25,4.333333333,2.333333333,3,3.5,2.75,2.25,3.25,3.5,2.75,3.25,3.25,3.25,3,2.5,3.5
vwkRwya6gJN,27aYWrr7,27/12/2024 22:57,27/12/2024 23:12,942,1,111.42.246.94,126.604405,45.699129,黑龙江省,哈尔滨市,COMPUTER,Windows,Chrome,1920px*1080px,0,11,2,4,4,1,3,4,3,4,3,5,2,4,4,5,1,5,2,5,2,4,3,4,1,4,1,5,3,5,2,3,2,2,3,4,3,4,2,4,2,3,1,5,2,5,1,4,3,3,4,5,4,5,5,4,4,3,3,5,5,4,3,4,4,5,5,4,3,4,1,4,2,3,1,4,2,5,2,4,1,4,3,5,4,4,2,3,4,5,5,4,5,3,4,2,3,2,6,11,105996.6,79524.5,37907.9,3.5,4.333333333,2.666666667,3.5,2.5,3.75,2.5,3.25,2.5,3.25,3.5,4.75,3,2.5,3.25,3
vwkROJoAmWX,WMR8rY8L,27/12/2024 22:45,27/12/2024 22:59,832,1,39.148.112.199,113.897517,35.283284,河南省,新乡市,COMPUTER,Windows,Chrome,1366px*768px,0,11,1,4,4,1,3,3,4,4,4,5,2,3,4,5,3,4,1,5,3,3,3,4,4,4,3,2,2,2,1,4,2,1,3,4,1,4,1,3,2,3,2,5,3,3,2,4,4,1,4,4,3,3,4,5,4,4,5,3,5,4,3,4,3,4,5,5,4,3,3,2,3,3,4,3,2,2,3,1,4,2,4,4,4,4,2,2,4,4,3,4,2,2,3,3,2,1,6,11,17710.6,14209.2,25283,3.75,4,3,3.5,3.75,1.75,2.5,2.5,2.5,3.25,3.25,3.5,3.75,3,2.5,2.75
NPXZ55vjAmg,KLOG9VxL,27/12/2024 22:36,27/12/2024 22:58,1317,1,111.43.155.248,124.4397515,51.6409933,黑龙江省,大兴安岭地区,COMPUTER,Windows,Chrome,1440px*900px,0,11,2,4,4,1,3,4,2,1,1,5,2,5,4,2,5,5,2,4,4,4,3,4,4,4,3,3,1,3,1,4,1,2,2,3,1,4,2,5,4,4,3,5,2,2,2,3,1,1,4,2,5,3,5,4,4,5,4,4,5,4,5,5,3,5,5,4,4,5,2,3,3,5,2,2,2,2,1,2,2,2,1,5,5,4,2,1,4,4,5,5,2,2,2,1,2,1,6,11,12580.3,45941,47901.5,2,4.666666667,3,3.75,3.75,2,2.25,2.5,4,2.75,2.25,3.75,3.75,3.25,1.75,1.75
vwkR0a2jXaN,8MZZDk1M,27/12/2024 22:37,27/12/2024 22:48,670,1,223.91.18.129,114.6512443,33.6219169,河南省,周口市,COMPUTER,Windows,Chrome,1920px*1080px,0,11,2,4,4,1,3,4,2,4,1,4,2,4,5,4,2,4,1,4,2,4,2,4,2,4,1,4,2,4,2,4,2,2,2,4,2,4,2,4,1,4,2,4,2,4,2,4,1,2,5,4,4,4,4,4,4,4,5,5,5,5,5,4,4,4,5,5,2,4,2,4,2,5,1,4,2,2,2,4,1,4,2,4,4,4,2,2,4,4,4,4,2,2,4,2,2,2,6,11,54094,40949.2,27597.8,2.75,4.333333333,2.333333333,3,2.75,3,2.5,3,2.75,3,3,4,3.25,3,2.5,2.75
Q1kZ2Q4KRa4,G7XQ0B5L,27/12/2024 22:29,27/12/2024 22:38,571,1,112.10.236.168,120.2188504,30.239899,浙江省,杭州市,COMPUTER,Windows,Chrome,1494px*934px,0,11,2,5,2,1,3,5,3,4,4,4,2,5,4,4,2,5,1,5,2,4,3,5,2,4,1,4,2,5,2,5,1,2,1,4,2,5,1,5,2,5,2,4,1,5,1,5,2,5,5,4,5,4,5,4,5,4,4,5,5,4,5,4,4,5,5,5,2,5,2,4,1,5,1,4,1,3,1,4,1,5,1,4,5,4,1,1,5,5,5,4,1,1,3,2,1,1,6,11,102123.4,25376.9,27707.5,4,4.333333333,2.333333333,3.5,3,3.25,2.25,3,3.5,2.75,4.25,4.5,3.5,2.75,2.25,2.75
Xy4ZZnDYDAB,z7l5dApL,28/12/2024 01:03,28/12/2024 01:16,830,1,114.102.49.80,118.5118175,31.6853633,安徽省,马鞍山市,COMPUTER,Windows,Chrome,1707px*960px,1,12,2,5,3,1,3,5,5,5,4,2,2,5,4,2,2,5,1,2,2,2,1,4,4,4,4,2,1,2,2,1,2,2,1,3,1,3,1,4,4,4,1,3,1,2,1,2,2,2,5,1,5,2,5,5,4,5,5,5,4,5,4,5,5,4,5,4,3,5,4,2,1,2,2,1,2,2,1,2,2,1,1,4,5,5,1,1,4,5,4,4,1,2,2,1,1,2,12,12,80243.6,78031.1,26965,4.75,3.666666667,1.666666667,1.75,4,1.75,1.5,2,3.25,1.75,2.75,3.25,4,1.75,1.5,1.5
NPXZlPxjopW,xLVXRrlM,27/12/2024 23:58,28/12/2024 00:12,856,1,112.97.46.46,114.0867734,22.5383279,广东省,深圳市,COMPUTER,Windows,Chrome,1920px*1080px,1,12,2,4,2,1,3,4,5,5,4,2,3,4,5,2,2,5,1,2,2,1,2,4,4,5,2,3,1,2,1,2,2,2,1,3,1,4,1,5,4,4,3,2,1,3,2,3,1,2,4,3,4,3,5,4,5,5,3,5,5,4,5,5,4,5,5,5,2,4,3,3,1,4,1,3,1,2,2,3,1,2,2,4,5,5,2,1,5,5,4,4,2,2,3,1,2,1,12,12,67401.5,63974.4,36468.4,4.5,3.666666667,1.666666667,1.75,3.75,1.75,1.75,2.25,4,2,2.5,3.75,3.5,2.25,2,2
Xy4ZWEDmykr,5LwnKav7,27/12/2024 22:31,27/12/2024 22:44,732,1,113.134.213.117,109.7368473,38.2878278,陕西省,榆林市,COMPUTER,Windows,Chrome,1920px*1080px,1,12,1,4,3,1,3,4,5,5,4,4,1,4,5,5,2,5,2,5,2,4,1,4,1,4,1,4,1,4,1,5,2,5,2,4,1,4,1,4,1,4,1,4,1,5,2,5,2,5,4,4,5,4,5,4,5,4,5,5,4,5,4,5,4,4,5,4,1,4,1,4,1,5,2,5,2,5,2,4,1,4,1,4,5,4,2,1,4,5,4,5,1,2,1,2,1,2,12,12,9447.4,5028.2,1287.7,4.5,4.333333333,3,3,2.5,2.5,3.5,2.5,2.5,3,4,4.5,2.5,3,3.5,2.5
vwkRo9wmmkA,BMDom6qe,27/12/2024 22:02,27/12/2024 22:12,639,1,39.146.141.202,116.899744,32.605058,安徽省,淮南市,COMPUTER,Windows,Chrome,1707px*1067px,1,12,1,4,3,1,3,4,4,5,5,2,1,4,5,2,3,3,2,2,1,2,1,4,4,4,4,2,1,1,1,2,2,1,1,1,1,2,1,5,5,4,4,2,1,1,1,2,2,1,5,1,5,2,5,5,5,5,4,5,4,5,5,5,4,4,5,4,1,5,4,1,1,2,1,1,2,2,1,1,1,1,1,4,5,5,1,1,4,5,5,4,2,2,2,1,2,1,12,12,11842.7,6009.9,31949.1,4.5,3.666666667,2.333333333,1.5,4,1.25,1.5,1.25,4.5,1.25,2.5,3.25,3.5,1.25,1.5,1
Q1kZ8OVBmWd,Ke5w1GV7,27/12/2024 21:32,27/12/2024 22:02,1810,1,123.184.40.245,123.4364981,41.805331,辽宁省,沈阳市,COMPUTER,Windows,Chrome,1920px*1080px,1,12,2,4,6,1,3,4,5,5,4,4,2,5,5,4,2,5,2,4,1,4,2,4,4,4,2,5,1,4,2,5,1,4,2,5,1,4,1,4,2,5,1,4,1,5,2,5,2,4,5,5,4,4,5,4,4,5,5,5,5,4,4,5,5,4,4,4,2,5,1,4,2,5,1,4,2,5,2,5,2,4,1,4,4,5,1,1,4,4,5,5,1,1,4,2,1,2,12,12,281172,3174.4,27333.7,4.5,4.666666667,2.666666667,2.75,3.5,3,3,2.75,3,3,4,4.5,3,3,3.25,3
Q1kZv4xZAwW,me3ZvW9L,27/12/2024 21:35,27/12/2024 21:52,1028,1,111.18.2.153,108.995732,34.295292,陕西省,西安市,COMPUTER,Windows,Chrome,1039px*649px,1,12,2,3,4,1,2,3,2,2,3,3,2,4,4,3,2,4,2,3,3,3,4,4,5,5,2,2,2,2,2,4,3,3,3,2,1,4,2,4,4,4,2,2,3,2,2,3,3,2,3,2,5,3,5,4,5,4,4,3,3,4,4,4,3,4,4,3,3,3,3,2,4,3,4,3,3,4,3,2,3,2,2,2,3,2,3,4,4,4,3,4,4,4,4,3,4,4,12,12,134656.8,96864.3,35856.4,2.5,3.666666667,2.333333333,3.25,4,2,3.25,2.25,3.5,2.25,2.75,3.75,3,3.25,3.25,2.25
