作答ID,用户ID,开始时间,结束时间,作答时长,作答渠道,IP,经度,纬度,省份,城市,设备类型,操作系统类型,浏览器类型,屏幕分辨率,Synchronicity,Extrovert,Sensing,Thinking,Judging,Group,Gender,Education,Age,NativeLanguage,Experience_AI,SelfPersonality_IE1,SelfPersonality_IE2,SelfPersonality_IE3,SelfPersonality_IE4,SelfPersonality_SN1,SelfPersonality_SN2,SelfPersonality_SN3,SelfPersonality_SN4,SelfPersonality_FT1,SelfPersonality_FT2,SelfPersonality_FT3,SelfPersonality_FT4,SelfPersonality_PJ1,SelfPersonality_PJ2,SelfPersonality_PJ3,SelfPersonality_PJ4,BrandPersonality_IE1,BrandPersonality_IE2,BrandPersonality_IE3,BrandPersonality_IE4,BrandPersonality_SN1,BrandPersonality_SN2,BrandPersonality_SN3,BrandPersonality_SN4,BrandPersonality_FT1,BrandPersonality_FT2,BrandPersonality_FT3,BrandPersonality_FT4,BrandPersonality_PJ1,BrandPersonality_PJ2,BrandPersonality_PJ3,BrandPersonality_PJ4,InfluencerPersonality_IE1,InfluencerPersonality_IE2,InfluencerPersonality_IE3,InfluencerPersonality_IE4,InfluencerPersonality_SN1,InfluencerPersonality_SN2,InfluencerPersonality_SN3,InfluencerPersonality_SN4,InfluencerPersonality_FT1,InfluencerPersonality_FT2,InfluencerPersonality_FT3,InfluencerPersonality_FT4,InfluencerPersonality_PJ1,InfluencerPersonality_PJ2,InfluencerPersonality_PJ3,InfluencerPersonality_PJ4,ContentMatch_1,ContentMatch_2,ContentMatch_3,ContentMatch_4,ContentMatch_7,ContentMatch_8,ContentMatch_9,ContentMatch_10,ContentMatch_11,ContentMatch_12,ContentMatch_13,ContentMatch_14,ExtendedPersonality_IE1,ExtendedPersonality_IE2,ExtendedPersonality_IE3,ExtendedPersonality_IE4,ExtendedPersonality_SN1,ExtendedPersonality_SN2,ExtendedPersonality_SN3,ExtendedPersonality_SN4,ExtendedPersonality_FT1,ExtendedPersonality_FT2,ExtendedPersonality_FT3,ExtendedPersonality_FT4,ExtendedPersonality_PJ1,ExtendedPersonality_PJ2,ExtendedPersonality_PJ3,ExtendedPersonality_PJ4,TargetingGap_1,TargetingGap_2,TargetingGap_3,TargetingGap_4,TargetingGap_5,DemonstrativeGap_1,DemonstrativeGap_2,DemonstrativeGap_3,DemonstrativeGap_4,DemonstrativeGap_5,PersuasiveGap_1,PersuasiveGap_2,PersuasiveGap_3,PersuasiveGap_5,PersuasiveGap_6,Recall_Brand,Recall_Influencer,ResponseTime1,ResponseTime2,ResponseTime3,Discrepancy1_E,Discrepancy1_I,Discrepancy1_S,Discrepancy1_N,Discrepancy1_T,Discrepancy1_F,Discrepancy1_J,Discrepancy1_P,Discrepancy2_E,Discrepancy2_I,Discrepancy2_S,Discrepancy2_N,Discrepancy2_T,Discrepancy2_F,Discrepancy2_J,Discrepancy2_P,Discrepancy3_E,Discrepancy3_I,Discrepancy3_S,Discrepancy3_N,Discrepancy3_T,Discrepancy3_F,Discrepancy3_J,Discrepancy3_P,Discrepancy4_E,Discrepancy4_I,Discrepancy4_S,Discrepancy4_N,Discrepancy4_T,Discrepancy4_F,Discrepancy4_J,Discrepancy4_P,ABS_Discrepancy1_E,ABS_Discrepancy1_I,ABS_Discrepancy1_S,ABS_Discrepancy1_N,ABS_Discrepancy1_T,ABS_Discrepancy1_F,ABS_Discrepancy1_J,ABS_Discrepancy1_P,ABS_Discrepancy2_E,ABS_Discrepancy2_I,ABS_Discrepancy2_S,ABS_Discrepancy2_N,ABS_Discrepancy2_T,ABS_Discrepancy2_F,ABS_Discrepancy2_J,ABS_Discrepancy2_P,ABS_Discrepancy3_E,ABS_Discrepancy3_I,ABS_Discrepancy3_S,ABS_Discrepancy3_N,ABS_Discrepancy3_T,ABS_Discrepancy3_F,ABS_Discrepancy3_J,ABS_Discrepancy3_P,ABS_Discrepancy4_E,ABS_Discrepancy4_I,ABS_Discrepancy4_S,ABS_Discrepancy4_N,ABS_Discrepancy4_T,ABS_Discrepancy4_F,ABS_Discrepancy4_J,ABS_Discrepancy4_P,filter_$
nZoyxZovyPB,BMD5P1g7,05/01/2025 22:13,05/01/2025 22:36,1391,1,112.97.52.12,113.919359,22.675267,广东省,深圳市,COMPUTER,Windows,Chrome,1276px*718px,1,0,0,1,0,10,1,5,6,1,3,3,1,3,2,5,3,2,3,4,3,4,3,4,3,5,4,2,2,3,2,2,2,3,1,2,5,3,3,2,2,2,2,2,1,2,2,3,1,3,2,2,3,3,4,2,3,3,1,4,5,4,4,5,5,4,5,4,4,5,4,3,2,2,2,3,2,3,2,4,4,3,4,3,3,3,2,2,1,2,2,2,2,2,3,3,2,2,2,1,2,2,10,10,110205.9,61243,74866.3,1,-1,-1,0,0,-1,-1,0,2,0,1,-3,3,1,4,-3,0,0,1,-1,2,0,2,-1,-1,-1,-1,2,-1,-2,-3,2,1,1,1,0,0,1,1,0,2,0,1,3,3,1,4,3,0,0,1,1,2,0,2,1,1,1,1,2,1,2,3,2,0
g901B9WGg15,xLVO6mRe,05/01/2025 21:56,05/01/2025 22:07,652,1,111.55.10.152,109.354769,24.371675,广西壮族自治区,柳州市,COMPUTER,Windows,Chrome,800px*360px,1,0,0,1,0,10,2,4,3,1,3,3,2,3,2,4,3,4,4,4,1,4,1,4,3,4,4,4,2,4,1,2,2,3,1,2,2,2,2,3,1,4,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,3,1,5,4,5,4,4,4,4,5,4,4,4,5,2,2,4,2,2,2,1,2,3,2,2,1,2,2,2,2,4,3,4,3,2,2,1,3,2,2,2,4,2,3,3,10,10,59390.9,21510.9,27129.8,5,1,1,-1,0,0,2,1,3,0,4,-3,4,2,3,-4,-2,-1,-2,-1,1,1,-3,-2,0,0,-5,1,-3,-1,-4,3,5,1,1,1,0,0,2,1,3,0,4,3,4,2,3,4,2,1,2,1,1,1,3,2,0,0,5,1,3,1,4,3,0
mNVaYJr4XEp,J7qQPl47,05/01/2025 21:31,05/01/2025 21:48,1047,1,223.116.116.17,93.7480009,43.071907,新疆维吾尔自治区,哈密市,COMPUTER,Windows,Chrome,1920px*1080px,1,0,0,1,0,10,2,5,4,1,3,4,4,4,3,5,2,3,5,4,2,4,2,5,3,3,3,3,2,2,2,2,1,2,2,3,4,3,2,4,1,3,2,2,2,2,3,3,2,2,1,3,3,2,2,3,2,3,1,5,4,5,4,4,4,5,5,5,4,5,4,3,2,3,1,3,1,2,2,3,3,2,3,2,2,2,1,3,2,3,2,2,2,2,3,3,2,2,4,3,3,3,10,10,113921.2,55265.4,30414.7,1,1,-1,0,1,-1,1,0,4,-2,3,0,3,1,2,-3,1,1,1,0,-1,0,-3,0,-2,4,-3,0,-3,-2,-4,3,1,1,1,0,1,1,1,0,4,2,3,0,3,1,2,3,1,1,1,0,1,0,3,0,2,4,3,0,3,2,4,3,0
WQ2x1YyXxkB,me39B4E7,05/01/2025 21:34,05/01/2025 21:49,866,1,120.208.172.110,111.5133548,36.0938897,山西省,临汾市,COMPUTER,Windows,WeChat,1536px*864px,1,0,0,1,0,10,2,4,4,1,3,4,3,4,3,5,2,3,4,4,4,5,2,4,3,3,4,3,2,2,2,2,2,4,1,4,3,3,2,4,1,4,1,3,2,3,2,3,1,2,1,4,2,3,2,4,1,4,1,4,5,4,4,4,5,4,5,5,3,4,5,4,2,5,2,4,1,4,1,3,3,4,2,3,1,4,1,2,2,1,2,2,2,1,2,2,3,2,4,2,2,1,10,10,51306.7,27194.2,32455.7,-1,0,1,-1,0,-1,0,0,2,-2,3,-2,2,-2,-1,-5,4,0,2,1,0,0,-1,0,1,2,0,2,-2,1,0,5,1,0,1,1,0,1,0,0,2,2,3,2,2,2,1,5,4,0,2,1,0,0,1,0,1,2,0,2,2,1,0,5,0
mNVaG4jrPv4,JekzA4jL,05/01/2025 21:29,05/01/2025 21:39,605,1,39.144.137.34,103.972627,30.676481,四川省,成都市,COMPUTER,Windows,Chrome,1920px*1080px,1,0,0,1,0,10,1,4,3,1,3,4,5,5,4,2,1,2,5,5,4,2,5,1,5,2,1,2,2,1,4,2,1,2,2,5,4,5,4,1,2,2,2,1,1,2,2,1,1,2,2,4,4,5,4,1,2,2,1,4,5,4,4,4,4,4,5,4,5,4,4,2,1,2,2,2,1,1,2,5,4,5,4,2,2,1,1,1,2,2,1,1,1,1,2,2,1,1,5,2,2,2,10,10,24774.2,13185.7,25856.7,0,-3,1,0,1,0,0,-1,6,-6,1,1,-2,-1,0,-3,1,3,-1,0,0,0,0,1,-5,6,-1,-1,3,1,0,3,0,3,1,0,1,0,0,1,6,6,1,1,2,1,0,3,1,3,1,0,0,0,0,1,5,6,1,1,3,1,0,3,0
oGm5o0ZEzN6,p7YROEwL,05/01/2025 21:27,05/01/2025 21:38,659,1,111.30.250.126,117.144934,39.05941,天津市,市辖区,COMPUTER,Windows,Chrome,1536px*864px,1,0,0,1,0,10,1,5,2,1,2,3,2,3,2,4,2,4,4,4,2,4,2,5,1,4,3,2,1,4,1,3,1,4,1,3,2,2,3,3,2,4,1,3,2,3,2,5,1,3,1,4,2,2,2,3,1,4,2,4,4,4,4,4,5,5,5,4,4,5,4,3,2,3,2,3,1,3,1,3,1,3,1,3,1,4,2,2,2,3,2,2,1,1,3,2,3,2,4,2,2,2,10,10,34235.4,47144.7,26811.2,0,2,-1,0,-1,-1,0,0,0,0,0,-2,2,0,2,-1,0,-2,-1,0,1,3,0,0,0,0,-2,2,-2,2,-2,1,0,2,1,0,1,1,0,0,0,0,0,2,2,0,2,1,0,2,1,0,1,3,0,0,0,0,2,2,2,2,2,1,0
Xy4m1jDElo8,aMgllRw7,06/01/2025 11:09,06/01/2025 11:22,798,1,113.101.138.98,113.064258,22.606027,广东省,江门市,COMPUTER,Windows,Chrome,1366px*768px,0,0,0,1,0,10,1,5,3,1,3,3,2,3,1,4,2,5,4,3,4,4,3,4,3,4,3,3,1,4,1,4,3,4,3,3,1,2,2,5,2,5,3,3,1,4,1,4,3,3,2,4,1,2,3,2,3,4,3,4,5,4,3,5,4,5,3,4,3,5,4,4,1,4,2,5,3,4,3,4,1,2,2,3,2,4,3,2,1,2,1,2,3,2,3,1,1,2,1,2,1,1,7,10,15912,14386.6,37990.7,0,0,1,-1,-1,1,4,1,-1,-1,2,1,1,-3,2,0,1,-1,1,0,1,0,-3,0,2,0,0,-2,-1,4,-1,1,0,0,1,1,1,1,4,1,1,1,2,1,1,3,2,0,1,1,1,0,1,0,3,0,2,0,0,2,1,4,1,1,1
Q1kOdJoywRA,QL01nZQe,06/01/2025 10:24,06/01/2025 10:38,853,1,118.76.50.152,112.859436,35.501227,山西省,晋城市,COMPUTER,Windows,Chrome,1920px*1080px,0,0,0,1,0,10,2,4,3,1,2,3,2,2,3,4,2,4,4,3,2,4,2,4,3,2,3,3,2,4,2,2,4,4,2,4,3,2,3,4,3,4,2,4,2,3,2,3,3,3,2,4,2,3,3,4,2,4,2,4,4,4,3,4,4,4,4,4,3,4,4,4,3,4,3,4,2,3,2,4,2,4,3,3,2,4,2,4,2,3,2,2,2,2,2,2,2,2,4,4,2,2,7,10,51871.8,36188.8,30398.6,0,0,0,-1,-1,-1,0,-1,-2,-1,2,1,0,1,-2,-2,1,-2,1,2,2,1,-1,1,3,-1,-1,0,1,-1,1,2,0,0,0,1,1,1,0,1,2,1,2,1,0,1,2,2,1,2,1,2,2,1,1,1,3,1,1,0,1,1,1,2,1
oGmxPvGjjnO,kM1Z6OE7,06/01/2025 09:38,06/01/2025 09:49,686,1,111.35.185.203,122.471888,37.153256,山东省,威海市,COMPUTER,Windows,Chrome,2048px*1152px,0,0,0,1,0,10,1,5,2,1,3,4,4,4,4,4,2,4,4,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,5,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,5,2,5,4,4,4,4,4,4,4,4,4,4,4,5,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,10,22211.6,22452.7,40360.4,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,-1,0,1,0,0,0,0,0,-1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,1
Xy4mJ9gNkdD,5M2b0wNM,06/01/2025 08:48,06/01/2025 09:05,1039,1,111.122.158.26,107.5028033,26.2524622,贵州省,黔南布依族苗族自治州,COMPUTER,Windows,Chrome,1920px*1080px,0,0,0,1,0,10,1,4,4,1,3,4,4,4,4,4,1,5,4,4,2,4,1,4,2,4,3,4,2,5,1,4,2,4,1,4,2,5,1,5,2,4,1,4,2,4,1,5,1,4,2,4,1,4,2,5,2,4,2,4,5,4,4,4,5,4,4,5,4,4,4,4,1,5,2,4,1,5,1,4,2,5,2,4,2,4,1,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,7,10,38362.1,8438.6,49117.4,1,0,-1,0,1,0,0,1,0,-5,0,0,0,0,-1,-1,0,0,1,1,0,-1,-1,0,1,5,0,1,1,-1,0,2,1,0,1,0,1,0,0,1,0,5,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,5,0,1,1,1,0,2,1
vwkWkxZjmQQ,me3ZvW9L,06/01/2025 07:38,06/01/2025 07:51,804,1,111.18.2.153,108.995731,34.295346,陕西省,西安市,COMPUTER,Windows,Chrome,1039px*649px,0,0,0,1,0,10,2,3,4,1,2,3,2,2,3,3,2,4,4,2,2,4,2,4,2,4,4,4,4,4,2,2,3,3,3,2,3,2,2,3,4,4,2,3,2,4,2,2,3,2,3,3,2,2,2,3,2,3,2,3,3,2,2,3,4,3,3,3,2,3,4,3,2,3,2,2,3,3,4,3,3,2,2,2,2,3,4,4,4,4,3,4,3,2,2,3,4,4,4,4,4,4,7,10,31274.8,70647.6,31618.4,1,-2,1,0,-1,-1,1,-2,-2,-1,3,2,1,0,2,-2,-2,2,0,-1,1,0,-2,0,1,1,-2,-3,-1,-1,-3,0,1,2,1,0,1,1,1,2,2,1,3,2,1,0,2,2,2,2,0,1,1,0,2,0,1,1,2,3,1,1,3,0,1
Q1kZppQkbRW,o7jRz1l7,06/01/2025 00:23,06/01/2025 00:36,781,1,219.143.236.46,116.341826,39.958538,北京市,市辖区,COMPUTER,Windows,Chrome,1920px*1080px,0,0,0,1,0,10,1,4,2,1,3,4,2,2,2,5,2,4,3,4,1,4,3,4,2,5,4,3,2,2,4,3,2,3,3,2,4,4,4,3,2,1,3,3,2,4,4,2,5,4,3,2,2,4,4,4,3,2,4,2,1,2,2,3,2,2,4,5,2,3,4,2,3,2,3,4,3,3,5,4,4,4,3,4,4,4,4,3,4,4,4,4,2,4,3,4,4,4,4,5,4,4,7,10,49069.5,32519.6,32428.9,-2,0,0,3,0,-2,-2,2,-1,2,3,3,2,2,3,1,-1,0,1,-3,2,1,4,-3,-2,-2,-2,-3,0,-3,-1,-2,2,0,0,3,0,2,2,2,1,2,3,3,2,2,3,1,1,0,1,3,2,1,4,3,2,2,2,3,0,3,1,2,1
Xy4ZYN8yX0G,me3vgboL,05/01/2025 22:50,05/01/2025 23:03,781,1,14.212.114.254,113.1258988,23.022991,广东省,佛山市,COMPUTER,Windows,Chrome,1600px*900px,0,0,0,1,0,10,1,3,3,1,3,2,4,3,2,4,2,5,4,2,2,5,1,4,2,4,4,4,2,2,2,3,1,3,4,2,2,1,1,4,2,5,3,4,2,4,2,3,4,2,4,3,2,1,1,2,2,3,3,4,4,4,4,5,4,4,4,3,3,4,4,3,1,4,2,4,3,4,4,3,1,2,1,4,3,4,2,3,2,2,2,2,3,4,2,2,2,2,3,2,4,2,7,10,36495.2,25320.3,26609.7,-2,0,1,3,-1,0,4,0,-3,-2,4,4,3,0,3,-1,1,1,2,-2,2,1,-1,0,2,3,-1,-3,-2,1,0,1,2,0,1,3,1,0,4,0,3,2,4,4,3,0,3,1,1,1,2,2,2,1,1,0,2,3,1,3,2,1,0,1,1
mNVQDbBvEgx,8MZj0Y8M,05/01/2025 22:27,05/01/2025 22:52,1513,1,120.225.219.0,117.1107495,36.6472998,山东省,济南市,COMPUTER,Mac OS X,Chrome,1440px*900px,0,0,0,1,0,10,2,4,3,1,3,4,4,5,4,4,2,4,5,2,2,4,2,2,2,2,1,5,5,5,1,5,3,5,4,5,1,1,1,5,4,5,2,2,1,2,1,5,1,5,1,2,3,2,2,4,2,4,1,5,5,5,4,5,5,4,5,5,5,5,5,5,3,3,2,5,3,4,3,4,2,2,2,3,4,5,2,1,1,1,1,1,2,1,1,2,2,2,3,2,1,1,7,10,148583.4,102826.1,29676.1,6,-4,0,-5,2,3,2,-3,5,-6,-2,-1,2,1,-4,0,-2,1,-1,1,0,-2,-2,0,-1,3,1,-3,0,0,4,-3,6,4,0,5,2,3,2,3,5,6,2,1,2,1,4,0,2,1,1,1,0,2,2,0,1,3,1,3,0,0,4,3,1
Xy4ZWxYv3Rr,xebWAEkM,05/01/2025 22:31,05/01/2025 22:48,1034,1,14.153.37.44,114.134066,22.696648,广东省,深圳市,COMPUTER,Windows,Chrome,2560px*1440px,0,0,0,1,0,10,1,4,2,1,3,2,1,2,2,4,3,4,5,2,2,4,1,4,2,5,3,4,4,5,2,5,1,4,2,5,2,2,2,5,3,4,2,3,1,4,2,5,1,3,2,4,3,4,3,4,1,4,2,2,1,1,1,1,2,1,2,2,2,1,2,4,3,3,2,4,2,4,1,4,2,3,2,4,2,5,1,4,5,5,4,4,2,1,1,2,4,4,3,4,5,4,7,10,16311.7,10347.6,49756.8,2,-3,1,0,-1,2,1,-2,-3,0,0,-1,-2,3,1,-2,-2,1,-1,0,0,0,0,2,3,-2,0,1,1,-1,0,2,2,3,1,0,1,2,1,2,3,0,0,1,2,3,1,2,2,1,1,0,0,0,0,2,3,2,0,1,1,1,0,2,1
g901PQRr6b5,kM1orRzL,05/01/2025 22:49,05/01/2025 23:00,644,1,120.231.231.17,114.071898,22.645319,广东省,深圳市,COMPUTER,Windows,Chrome,1707px*1067px,1,1,1,1,0,11,2,4,4,1,3,4,4,5,4,3,2,4,3,2,3,3,1,2,2,2,2,4,4,5,4,4,2,4,2,2,3,3,4,2,2,4,2,4,4,4,4,3,2,4,2,2,3,3,3,2,2,3,2,4,5,4,4,5,4,5,5,4,4,4,4,4,4,4,4,3,2,3,2,2,3,3,3,2,2,2,2,2,1,1,2,1,1,2,3,2,2,2,1,1,2,2,11,11,21260.8,48295.5,28576,1,0,1,0,0,-1,1,0,1,0,0,-1,0,2,-1,0,-1,0,-2,0,0,1,-2,0,-1,0,-1,1,0,-2,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,2,1,0,1,0,2,0,0,1,2,0,1,0,1,1,0,2,0,0,0
nZoyK62ABqN,VMJZpymM,05/01/2025 22:48,05/01/2025 22:57,528,1,60.27.235.150,117.188631,39.099546,天津市,市辖区,COMPUTER,Windows,Chrome,2560px*1440px,1,1,1,1,0,11,1,5,4,1,3,5,3,4,3,5,1,3,5,4,1,4,3,5,1,4,4,4,4,2,3,3,1,5,1,3,4,2,2,3,1,5,1,4,5,5,2,3,1,3,1,3,1,4,1,2,1,2,1,5,5,5,4,5,4,3,5,5,4,4,4,4,4,5,1,3,1,3,1,2,3,2,1,3,2,2,1,2,2,1,2,2,1,1,2,1,2,2,3,2,1,2,11,11,52141.6,47307.8,30569.4,-3,0,2,0,-2,-4,4,0,0,1,2,0,1,-2,5,-3,3,2,-2,0,-1,2,-3,-1,0,1,-2,0,-4,0,-4,2,3,0,2,0,2,4,4,0,0,1,2,0,1,2,5,3,3,2,2,0,1,2,3,1,0,1,2,0,4,0,4,2,0
nZoy02gQv3B,5LwYlZzM,05/01/2025 21:42,05/01/2025 21:54,702,1,123.246.50.26,123.164895,41.275415,辽宁省,辽阳市,COMPUTER,Windows,Chrome,800px*360px,1,1,1,1,0,11,2,4,4,1,3,5,5,4,4,5,1,2,5,4,2,5,2,5,1,1,2,5,5,4,5,5,2,4,1,5,4,4,4,4,1,5,2,5,5,4,4,2,1,4,1,2,2,1,2,2,1,4,1,5,5,4,5,5,4,5,4,4,5,4,5,5,4,5,2,2,2,5,1,2,2,1,2,2,1,2,1,1,1,2,1,1,1,2,2,1,1,1,5,2,1,2,11,11,49346.5,18833.8,27885.6,0,-1,3,-1,6,-4,3,-1,0,0,1,0,6,0,0,-1,1,4,-2,0,-6,4,-5,1,1,3,0,-1,-6,0,-2,1,0,1,3,1,6,4,3,1,0,0,1,0,6,0,0,1,1,4,2,0,6,4,5,1,1,3,0,1,6,0,2,1,0
Xy4ZjAkAkYr,p7YZxgWL,05/01/2025 21:32,05/01/2025 21:50,1078,1,27.211.98.167,117.04135,36.6623208,山东省,济南市,COMPUTER,Windows,Firefox,1408px*880px,1,1,1,1,0,11,2,4,5,1,3,3,2,2,2,5,3,4,4,3,2,4,2,5,2,3,3,4,4,4,2,4,1,3,2,3,3,3,2,4,1,4,3,5,3,2,3,4,2,4,2,3,3,2,3,4,1,4,1,3,4,3,4,5,3,4,4,4,3,4,4,3,2,4,1,4,3,2,2,4,3,4,2,4,2,4,1,2,2,2,2,2,1,2,2,3,2,3,4,4,2,3,11,11,62141,62764,33097,1,0,-1,1,1,1,0,-2,-2,2,1,-1,2,2,0,-3,-1,3,-1,-2,2,0,0,1,2,1,-3,0,1,-1,0,2,1,0,1,1,1,1,0,2,2,2,1,1,2,2,0,3,1,3,1,2,2,0,0,1,2,1,3,0,1,1,0,2,0
oGm5kg1K294,pLzwB10e,05/01/2025 21:38,05/01/2025 21:49,682,1,116.253.130.233,109.4146282,24.3181756,广西壮族自治区,柳州市,COMPUTER,Windows,Chrome,1680px*1050px,1,1,1,1,0,11,1,4,2,1,3,3,2,2,2,4,3,4,3,4,2,4,1,4,3,4,4,5,4,4,2,4,1,4,1,5,4,4,4,4,1,4,2,4,4,3,4,4,2,4,1,5,4,4,3,4,1,4,1,5,4,4,4,5,4,4,5,5,4,5,4,5,2,4,4,4,2,5,2,4,4,4,4,4,2,4,1,3,2,3,2,2,2,1,2,2,2,2,3,1,2,2,11,11,41312.435,46136.21,31643.29,2,2,0,1,0,-1,0,-1,-2,4,0,-3,-1,4,0,-5,0,0,1,-2,-1,0,0,0,4,-2,1,2,0,-5,0,4,2,2,0,1,0,1,0,1,2,4,0,3,1,4,0,5,0,0,1,2,1,0,0,0,4,2,1,2,0,5,0,4,0
Xy4vXxWnBG8,leNO1YgM,05/01/2025 21:37,05/01/2025 21:49,726,1,39.144.139.0,104.188729,30.836732,四川省,成都市,COMPUTER,Linux,Chrome,793px*355px,1,1,1,1,0,11,1,4,4,1,3,4,4,4,3,5,2,4,5,4,1,5,2,5,2,4,3,4,4,4,3,2,1,2,1,4,3,4,2,2,1,2,1,4,5,5,2,4,1,3,1,4,2,3,1,4,1,3,1,5,4,4,5,5,4,4,5,5,4,5,5,5,3,5,2,4,1,3,1,4,2,3,2,4,1,4,2,2,1,2,2,1,2,1,2,2,2,2,4,2,1,2,11,11,67747.6,33503.1,35743.2,-1,0,-3,0,1,-2,-3,0,-1,0,2,-1,2,0,2,-3,2,2,3,0,-1,1,4,-1,2,2,-2,1,-2,-1,-1,2,1,0,3,0,1,2,3,0,1,0,2,1,2,0,2,3,2,2,3,0,1,1,4,1,2,2,2,1,2,1,1,2,0
WQ2x1QQABxb,RMWd8vB7,05/01/2025 21:25,05/01/2025 21:45,1201,1,223.88.186.206,112.476018,34.61601,河南省,洛阳市,COMPUTER,Windows,Chrome,1536px*864px,1,1,1,1,0,11,1,4,3,1,3,3,2,4,1,4,2,4,4,3,2,4,1,5,3,4,3,4,3,5,2,4,1,3,2,3,3,2,2,2,1,4,1,5,3,4,2,2,1,4,1,4,3,3,3,2,2,2,2,3,3,3,3,3,3,4,3,3,4,2,3,4,2,5,2,4,3,3,3,4,2,4,3,4,2,5,1,2,2,2,3,3,2,2,2,2,2,2,4,3,3,2,11,11,66106.6,38559,35077,0,0,1,-1,-2,1,2,2,-2,2,2,-2,0,3,5,-2,0,1,0,-3,3,0,3,-1,2,-1,-1,-2,1,-2,0,3,0,0,1,1,2,1,2,2,2,2,2,2,0,3,5,2,0,1,0,3,3,0,3,1,2,1,1,2,1,2,0,3,0
nZoO09kN1k2,27aQrk67,06/01/2025 08:19,06/01/2025 08:40,1236,1,114.231.193.110,120.8753318,32.0119567,江苏省,南通市,COMPUTER,Windows,Chrome,1920px*1080px,0,1,1,1,0,11,2,4,3,1,3,3,2,2,2,4,3,4,3,3,3,4,2,4,3,4,3,2,2,4,2,4,3,4,2,4,2,2,4,3,2,4,3,4,4,4,4,3,2,3,2,4,3,4,3,4,2,4,2,3,4,3,3,4,3,4,4,4,3,4,4,3,3,3,2,3,3,4,2,3,2,2,2,3,2,2,2,2,2,2,2,2,3,2,3,4,2,2,3,2,2,2,6,11,88272.995,64196.88,30162.095,-2,4,2,-1,-2,0,-1,-1,-3,4,2,-2,-1,1,0,-2,0,-1,-1,0,-1,2,-2,1,1,-1,-1,1,-2,1,-3,2,2,4,2,1,2,0,1,1,3,4,2,2,1,1,0,2,0,1,1,0,1,2,2,1,1,1,1,1,2,1,3,2,1
Xy4wG3PrKbd,WLGv3Ew7,06/01/2025 08:06,06/01/2025 08:16,580,1,120.43.237.66,118.580069,24.8964381,福建省,泉州市,COMPUTER,Windows,Chrome,1920px*1080px,0,1,1,1,0,11,2,4,3,1,3,5,4,4,4,5,1,4,5,4,3,5,2,5,2,5,2,4,1,5,2,5,2,4,1,5,2,2,2,5,2,5,3,4,3,5,2,5,1,4,1,4,1,2,2,4,1,4,1,5,4,5,4,5,4,5,4,5,3,4,5,4,1,5,2,5,2,5,1,4,1,3,2,5,2,4,1,2,1,1,1,1,2,1,1,2,1,2,4,2,3,1,6,11,32684.7,16728.1,28718.3,0,2,0,-1,1,-1,2,-3,0,-3,0,0,3,-2,2,-2,0,0,1,0,0,1,-1,2,0,5,1,-1,-2,2,-1,1,0,2,0,1,1,1,2,3,0,3,0,0,3,2,2,2,0,0,1,0,0,1,1,2,0,5,1,1,2,2,1,1,1
nZoWoKNpNvA,BMDNGXkL,06/01/2025 07:27,06/01/2025 07:50,1337,1,111.63.5.31,118.1571651,39.6438538,河北省,唐山市,COMPUTER,Windows,Chrome,1600px*900px,0,1,1,1,0,11,1,4,2,1,3,5,5,5,5,5,1,2,5,5,4,5,2,5,5,2,1,2,2,5,2,4,1,5,2,5,2,2,2,5,1,4,2,5,1,4,1,4,1,4,1,5,2,2,2,5,1,4,1,4,5,5,4,4,5,4,4,5,5,4,5,5,2,4,4,5,1,4,2,5,1,2,1,4,2,5,1,2,1,2,1,1,1,2,2,1,1,2,1,2,1,2,6,11,47221.2,18963.7,45358.8,-2,-2,1,-1,0,0,0,-1,1,-8,-1,0,3,-2,-2,-4,2,-2,0,0,0,2,0,0,-1,4,2,-1,-3,4,2,3,2,2,1,1,0,0,0,1,1,8,1,0,3,2,2,4,2,2,0,0,0,2,0,0,1,4,2,1,3,4,2,3,1
