作答ID,用户ID,开始时间,结束时间,作答时长,作答渠道,发布ID,问卷发布名称,IP,经度,纬度,省份,城市,设备类型,操作系统类型,浏览器类型,屏幕分辨率,Authoritative,Professionalism,HighProfile,Sensational,Group,Type_Influencer,Gender,Education,Age,NativeLanguage,Experience_AI,Familiarity_1,Familiarity_2,Familiarity_3,Cuteness_1,Cuteness_2,Cuteness_3,Popularity_1,Popularity_2,Popularity_3,Reputation_1,Reputation_2,Reputation_3,Professionalism_1,Professionalism_2,Professionalism_3,Relevance_1,Relevance_2,Relevance_3,Relevance_4,Relevance_5,Relevance_6,Relevance_7,Relevance_8,Relevance_9,Persuasiveness_1,Persuasiveness_2,Persuasiveness_3,Persuasiveness_4,Persuasiveness_5,Persuasiveness_6,Persuasiveness_7,Persuasiveness_8,Persuasiveness_9,Excitement_1,Excitement_2,Excitement_3,Excitement_4,Excitement_5,Excitement_6,Excitement_7,Excitement_8,Excitement_9,Referencing_1,Referencing_2,Referencing_3,Referencing_4,Referencing_5,TargetingGap_1,TargetingGap_2,TargetingGap_3,TargetingGap_4,TargetingGap_5,DemonstrativeGap_1,DemonstrativeGap_2,DemonstrativeGap_3,DemonstrativeGap_4,DemonstrativeGap_5,PersuasiveGap_1,PersuasiveGap_2,PersuasiveGap_3,PersuasiveGap_5,PersuasiveGap_6,Engagement_Info1,Engagement_Info2,Engagement_Info3,Engagement_Emotion1,Engagement_Emotion2,Engagement_Emotion3,Engagement_Behaviour1,Engagement_Behaviour2,Engagement_Behaviour3,Recall_Brand,Recall_Influencer,ResponseTime1,ResponseTime2,ResponseTime3,filter_$
Q1kzmKW8qjG,me3AzR97,2025-01-07 13:40:38,2025-01-07 13:54:36,838,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,112.7.100.146,119.3937140,36.8467490,山东省,潍坊市,COMPUTER,Windows,Chrome,1440px*900px,0,0,0,0,1,3,2,4,2,1,3,1,1,1,1,1,1,3,2,3,2,2,1,1,1,1,3,4,3,3,3,3,2,1,1,2,2,2,1,1,2,2,2,2,3,3,2,3,2,2,2,2,2,2,3,3,4,3,3,2,2,2,2,3,3,3,4,3,4,3,3,3,2,2,3,2,2,2,1,1,1,1,1,1,55802,50177.9,28666.6,0
g90aV99VzA8,z7lJ62xe,2025-01-07 13:09:12,2025-01-07 13:21:56,764,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,36.28.142.82,120.2031595,30.2682971,浙江省,杭州市,COMPUTER,Windows,WeChat,1280px*720px,0,0,0,0,1,3,1,4,2,1,3,2,2,2,4,4,3,3,3,4,2,3,3,2,2,2,4,4,5,4,4,5,5,4,5,3,4,3,4,4,5,4,4,4,4,4,4,5,5,4,5,4,5,4,4,5,5,4,1,1,1,1,2,2,1,1,2,2,2,3,2,2,1,5,5,5,4,4,5,5,5,4,1,1,24185.6,10832.9,26012.4,0
NPXNPmWbGxq,yevdYVx7,2025-01-07 12:57:00,2025-01-07 13:10:44,824,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,117.140.134.39,108.3111942,22.8052092,广西壮族自治区,南宁市,COMPUTER,Windows,Chrome,1366px*768px,0,0,0,0,1,3,2,4,4,1,2,4,5,3,4,5,3,5,4,5,3,2,4,2,4,5,5,3,4,5,4,3,4,5,2,4,3,4,5,4,5,3,4,5,4,3,5,4,5,4,5,3,4,5,4,5,3,4,2,1,2,2,3,2,3,1,2,1,2,5,2,3,1,4,5,4,3,5,4,4,5,4,1,1,57477.9,35290.3,39357.8,0
Q1kzWPWA6jB,DMxoE1ne,2025-01-07 12:30:47,2025-01-07 12:44:20,813,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,110.240.119.66,114.4774660,38.0655030,河北省,石家庄市,COMPUTER,Windows,Chrome,1920px*1080px,0,0,0,0,1,3,2,4,2,1,3,1,2,1,5,5,4,4,5,4,4,4,3,3,3,4,5,5,4,4,5,4,3,3,4,4,5,4,5,5,4,5,4,5,4,4,5,5,4,4,3,3,4,4,4,3,5,5,1,2,1,1,2,5,4,2,3,2,2,3,2,1,1,4,5,5,4,4,5,5,4,5,1,1,131091,76831.2,33518,0
Xy4K2g6wRPw,Ke5w3rx7,2025-01-07 11:23:57,2025-01-07 11:34:27,630,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,223.107.172.18,119.9369150,31.6984620,江苏省,常州市,COMPUTER,Windows,Chrome,1366px*768px,0,0,0,0,1,3,1,4,4,1,3,1,1,1,2,2,1,2,1,1,1,1,2,1,2,1,3,2,2,3,2,2,1,2,2,3,2,2,3,3,2,1,2,2,1,2,1,1,2,2,1,1,1,2,2,1,1,2,4,3,4,4,4,5,4,5,4,4,4,3,4,4,4,1,1,2,2,1,2,1,2,1,1,1,103669.9,62208.8,32828,0
bo3Kp10zGbn,9LQYWgGL,2025-01-07 11:14:20,2025-01-07 11:23:15,535,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,120.239.198.2,113.2302670,22.1140230,广东省,珠海市,COMPUTER,Windows,Chrome,2560px*1440px,0,0,0,0,1,3,1,4,2,1,3,1,1,2,1,2,1,2,2,2,2,1,2,2,1,1,2,2,1,1,2,2,1,1,1,3,3,2,2,2,3,2,1,1,1,2,1,1,1,1,1,2,2,2,3,4,3,2,2,2,1,2,3,2,2,3,3,2,3,4,4,3,3,1,2,1,1,1,1,2,2,1,1,1,13573.9,97613.9,29452.5,0
oGmwRw6yR2n,VMJy0dke,2025-01-07 11:00:45,2025-01-07 11:17:04,979,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,112.91.82.2,113.5588780,22.2230300,广东省,珠海市,COMPUTER,Windows,Chrome,1920px*1080px,0,0,0,0,1,3,2,3,4,1,3,3,2,3,4,5,3,3,3,4,3,2,3,3,4,3,4,5,4,3,4,3,3,1,3,4,3,4,5,4,3,4,3,4,4,3,4,3,3,4,3,3,4,3,5,4,5,4,1,2,1,2,2,3,1,3,2,2,2,3,4,2,1,3,4,5,4,3,4,3,4,3,1,1,64243.5,74378.6,26411.9,0
vwk2dXK5kyx,0eyjQa8M,2025-01-07 10:37:16,2025-01-07 11:02:33,1517,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,119.96.226.159,114.2722650,30.5808680,湖北省,武汉市,COMPUTER,Windows,Chrome,1920px*1080px,0,0,0,0,1,3,1,3,4,1,3,4,5,4,4,3,3,3,4,4,4,3,3,3,4,3,5,4,4,5,4,5,4,5,5,4,4,5,4,5,4,4,3,4,4,3,4,5,3,4,4,5,4,4,4,5,4,4,2,2,1,4,1,1,2,2,1,2,2,5,2,2,1,4,5,4,4,5,4,5,4,4,1,1,19787.3,6186.9,30432.7,0
WQ2K2ZEkQPG,o7jxrBOe,2025-01-07 10:44:37,2025-01-07 10:57:06,749,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,42.234.244.163,114.3441582,34.7878789,河南省,开封市,COMPUTER,Linux,Chrome,1920px*1080px,0,0,0,0,1,3,2,4,2,1,3,1,1,1,3,2,2,2,2,3,1,1,3,2,2,1,4,5,5,4,4,5,4,3,4,4,4,4,5,4,4,3,4,4,2,3,3,4,2,5,5,4,3,4,4,3,4,4,2,1,1,2,2,4,3,4,4,2,4,3,2,2,1,2,4,3,3,3,4,1,2,2,1,1,18018,97992.6,209545.6,0
WQ2KXv5JnRX,37KY4Qke,2025-01-07 10:39:09,2025-01-07 10:46:14,425,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,113.137.23.163,109.4800150,36.5806163,陕西省,延安市,COMPUTER,Windows,Chrome,1536px*864px,0,0,0,0,1,3,2,4,3,1,3,2,1,1,3,4,2,1,2,1,1,1,3,2,1,1,4,4,4,3,4,4,2,3,4,3,3,2,4,4,3,1,3,4,1,2,3,4,3,3,4,3,2,4,4,3,3,3,2,2,2,2,2,3,2,2,3,2,2,4,2,2,1,2,4,3,4,3,4,3,2,3,1,1,16093.1,5842.8,39840.9,0
vwk2mpgx81v,27aJG6OL,2025-01-07 10:24:28,2025-01-07 10:32:45,497,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,123.246.202.13,123.4364981,41.8053310,辽宁省,沈阳市,COMPUTER,Windows,Chrome,1920px*1080px,0,0,0,0,1,3,2,4,4,1,3,2,2,2,3,3,2,3,3,3,3,3,3,2,2,2,4,4,3,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,3,2,2,2,2,3,2,2,2,1,1,12552.8,5957.8,37469.4,0
vwk2Q4E81mb,WMR2NExM,2025-01-07 10:08:31,2025-01-07 10:21:29,778,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,183.202.73.64,112.8736746,35.4932840,山西省,晋城市,COMPUTER,Windows,Chrome,1536px*864px,0,0,0,0,1,3,2,4,2,1,3,2,2,4,4,5,4,4,4,5,4,5,5,4,4,5,4,5,4,4,4,5,2,3,4,5,4,4,5,4,4,4,5,4,4,5,5,4,5,4,4,4,5,4,4,3,4,5,2,2,1,2,2,1,2,3,2,1,2,4,2,2,2,4,2,4,4,4,5,5,4,5,1,1,67179.5,80244.2,34137.1,0
mNVXy1kpp8n,me3lp1oM,2025-01-07 09:57:22,2025-01-07 10:10:23,781,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,39.160.160.210,117.0437211,28.2463820,江西省,鹰潭市,COMPUTER,Windows,Chrome,1920px*1080px,0,0,0,0,1,3,2,4,4,1,3,4,4,5,4,5,5,4,4,3,3,3,4,3,5,4,4,4,5,5,4,4,5,5,4,3,4,5,5,4,5,4,5,5,3,4,5,5,5,4,5,5,4,3,4,4,5,4,2,1,2,1,3,4,2,1,3,2,2,3,2,1,1,4,4,5,3,4,4,5,4,4,1,1,65413.8,27031,39658.2,0
Q1kKVv9wnQv,pLzydXk7,2025-01-07 09:56:33,2025-01-07 10:08:16,703,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,111.56.247.104,111.6730696,40.8170211,内蒙古自治区,呼和浩特市,COMPUTER,Windows,WeChat,1600px*900px,0,0,0,0,1,3,2,4,5,1,3,4,4,4,5,5,5,4,5,4,2,2,4,4,5,5,5,4,5,4,4,4,5,4,5,4,5,4,5,4,5,5,5,4,5,5,4,5,5,4,5,5,5,4,4,5,5,5,2,1,1,1,1,1,1,1,2,5,2,2,2,1,2,5,4,5,5,5,5,4,5,5,1,1,17164.8,12043,29014.8,0
oGmwxWPz2rK,BMD4YpkM,2025-01-07 09:49:09,2025-01-07 09:57:30,501,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,42.237.237.159,113.3103704,33.7379233,河南省,平顶山市,COMPUTER,Windows,WeChat,1536px*864px,0,0,0,0,1,3,2,5,4,1,3,2,1,4,4,5,3,3,4,4,3,4,2,2,4,5,2,3,4,1,3,2,1,3,2,4,4,3,2,3,4,3,5,4,2,1,3,2,3,4,3,2,3,3,2,4,5,3,2,1,4,3,2,4,3,2,1,2,4,3,1,4,5,2,1,3,2,3,4,3,1,2,1,1,54431.8,15064,33079.4,0
oGm3y90r6kW,0eyY3NBe,2025-01-07 18:39:12,2025-01-07 18:52:44,812,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,111.197.67.141,116.3258330,39.6790610,北京市,市辖区,COMPUTER,Windows,Chrome,2048px*1152px,1,0,0,1,10,1,1,4,3,1,3,4,4,5,3,2,3,5,4,4,4,5,4,5,5,5,3,3,4,3,2,2,1,2,3,3,2,3,3,4,2,4,3,3,2,2,4,4,3,4,3,2,2,1,2,2,1,2,4,3,4,4,3,2,1,2,3,4,3,4,3,4,4,2,3,2,4,3,3,2,4,3,10,10,128389.7,71039.4,41069.1,1
Xy4aJPEZWo8,Ke5XKdNL,2025-01-07 17:24:03,2025-01-07 17:33:39,576,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,218.87.219.253,117.9490096,28.4466400,江西省,上饶市,COMPUTER,Windows,Firefox,2000px*1125px,1,0,0,1,10,1,2,4,3,1,2,4,4,3,3,3,3,4,4,4,4,4,4,4,5,5,3,2,3,3,3,3,2,2,2,3,3,3,3,2,3,4,3,3,3,3,3,3,3,4,4,3,3,2,2,3,3,3,4,3,4,4,4,2,2,2,3,3,4,3,4,4,4,2,3,3,2,3,3,3,3,3,10,10,50140,37663,33344,1
mNVrOEVZr4z,ve8zP947,2025-01-07 17:00:48,2025-01-07 17:13:14,746,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,175.0.141.172,113.0338420,28.1588340,湖南省,长沙市,COMPUTER,Windows,Chrome,1536px*864px,1,0,0,1,10,1,1,4,2,1,3,4,5,4,4,4,5,4,5,5,5,4,4,5,4,5,4,5,4,5,5,4,5,4,4,5,4,5,4,4,5,4,5,5,4,4,5,4,5,4,5,5,4,4,5,5,4,3,2,2,1,2,2,2,1,2,2,1,1,4,3,2,2,4,5,4,4,4,5,5,4,4,10,10,18469.7,6931.7,27050,1
nZop4Zmv4ln,27abmRwL,2025-01-07 12:47:16,2025-01-07 12:59:53,757,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,182.107.147.167,116.0195220,26.4716440,江西省,赣州市,COMPUTER,Windows,Chrome,1280px*720px,1,0,0,1,10,1,2,4,2,1,3,5,5,5,2,2,3,5,5,5,5,4,5,4,4,5,4,4,5,4,5,5,4,4,5,4,4,4,5,5,4,4,4,5,5,4,5,4,4,5,5,4,4,4,4,5,4,4,1,1,2,2,1,1,2,1,1,2,2,5,2,2,2,4,5,5,4,4,5,2,5,4,10,10,11161.5,4159.3,28998.1,1
Q1kzPgkxkKq,BepXjzwe,2025-01-07 12:34:17,2025-01-07 12:41:47,450,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,39.90.26.118,115.9862978,36.4417325,山东省,聊城市,COMPUTER,Windows,Chrome,800px*360px,1,0,0,1,10,1,1,4,3,1,3,5,4,5,4,4,5,5,4,5,4,5,4,4,4,5,4,4,5,5,4,5,4,4,5,4,4,5,4,5,4,5,5,4,4,5,5,4,4,5,4,5,4,4,4,5,5,4,2,1,2,2,2,2,1,2,1,2,2,4,2,1,2,5,4,5,4,5,5,5,4,4,10,10,2540.5,18691.3,91886.6,1
oGmA1KXgmA4,BMDPAjQM,2025-01-07 11:38:30,2025-01-07 11:52:52,862,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,121.230.22.114,119.9226594,32.4832614,江苏省,泰州市,COMPUTER,Windows,Chrome,1280px*720px,1,0,0,1,10,1,2,4,3,1,3,5,5,4,4,4,5,5,5,4,5,4,5,5,4,4,4,4,5,4,5,5,4,5,4,4,4,5,5,4,4,5,5,4,4,4,5,5,4,5,5,4,4,4,4,5,5,4,2,1,1,2,2,1,2,1,2,2,2,4,2,2,2,5,4,5,4,4,5,5,4,4,10,10,34009.7,68294.7,27155.7,1
WQ2K1mkBkwJ,J7B1J21M,2025-01-07 11:22:02,2025-01-07 11:37:50,948,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,27.24.224.179,109.4913555,30.2891229,湖北省,恩施土家族苗族自治州,COMPUTER,Windows,Chrome,1524px*858px,1,0,0,1,10,1,1,4,5,1,3,5,4,5,4,4,5,5,5,4,5,4,5,4,5,5,4,4,5,4,5,4,4,4,5,4,4,5,4,4,4,5,4,4,5,4,4,5,4,5,4,5,4,4,5,4,5,4,4,4,5,4,4,1,2,1,2,2,4,4,5,4,5,4,5,4,4,5,4,4,5,5,10,10,122924.1,138023.2,31608.3,1
Q1kKAOrQb8B,0eyaP4Be,2025-01-07 11:04:40,2025-01-07 11:19:33,893,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,58.16.187.35,105.3500090,27.2731370,贵州省,毕节市,COMPUTER,Windows,Chrome,1920px*1080px,1,0,0,1,10,1,2,4,2,1,2,5,5,5,3,2,1,5,5,4,5,5,5,5,5,5,3,2,3,2,1,2,1,1,1,3,3,4,3,2,4,5,5,5,3,3,3,2,3,1,1,3,3,2,4,2,3,2,4,4,5,5,5,3,2,4,3,5,3,4,2,3,2,2,1,2,2,2,3,2,1,1,10,10,95023.4,69268.5,28394.9,1
Xy4KNX5m9Bj,VMJAGnde,2025-01-07 11:06:39,2025-01-07 11:14:25,466,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,112.7.166.214,118.0876529,36.7532161,山东省,淄博市,COMPUTER,Windows,Chrome,1536px*864px,1,0,0,1,10,1,1,4,2,1,3,5,4,4,3,4,4,4,5,4,4,5,5,3,4,5,4,4,5,3,3,3,4,4,4,3,2,2,3,4,4,3,2,3,4,4,5,3,3,4,4,4,5,4,4,3,3,3,2,1,2,2,2,2,2,3,1,2,3,2,2,2,1,4,4,4,4,4,3,4,3,4,10,10,51492.8,13177.4,30750.1,1
Xy4K3KAqEEG,G7XrbXDe,2025-01-07 10:28:43,2025-01-07 10:35:49,426,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,119.0.51.116,107.9735363,26.5930954,贵州省,黔东南苗族侗族自治州,COMPUTER,Windows,Chrome,1536px*864px,1,0,0,1,10,1,1,4,2,1,3,5,5,4,1,1,4,5,4,5,5,4,4,5,4,5,4,4,5,3,4,4,5,4,5,4,5,4,4,5,4,5,4,5,3,3,4,3,4,5,4,3,3,4,5,5,4,4,2,1,2,1,1,2,2,1,2,1,2,4,2,2,1,4,4,5,4,5,4,1,1,2,10,10,14919.1,6828.7,25118.3,1
mNVXXJJENOx,yev1W9QL,2025-01-07 10:15:30,2025-01-07 10:28:44,794,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,119.165.99.127,120.1808620,35.9473540,山东省,青岛市,COMPUTER,Windows,Chrome,1536px*864px,1,0,0,1,10,1,2,3,4,1,3,5,4,4,2,2,3,5,5,5,5,5,5,4,5,5,3,2,3,2,2,1,1,1,2,3,4,2,3,3,4,5,4,4,4,3,3,4,2,2,2,1,2,3,4,4,3,3,4,4,5,4,3,3,2,5,4,4,5,4,5,4,4,2,4,3,3,3,4,2,3,3,10,10,97583.7,34435.3,27373.1,1
Xy4KKZGKdKB,xMompWNL,2025-01-07 10:20:37,2025-01-07 10:27:35,418,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,122.235.245.217,120.0530430,30.2454880,浙江省,杭州市,COMPUTER,Windows,Chrome,1920px*1080px,1,0,0,1,10,1,2,4,2,1,3,5,4,4,3,3,2,5,4,4,5,5,5,5,5,5,3,3,2,3,2,3,2,2,2,4,2,2,3,3,3,4,4,4,2,2,4,3,2,2,2,2,2,4,4,3,3,4,3,2,4,2,2,2,2,4,2,3,3,4,3,2,4,2,3,3,2,3,3,2,2,2,10,10,49417.2,27847.1,24312.1,1
lAGY98zJbEq,J7qWWxpe,2025-01-07 10:11:12,2025-01-07 10:18:23,431,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,115.54.177.112,114.3461752,36.1001283,河南省,安阳市,COMPUTER,Windows,Chrome,2560px*1440px,1,0,0,1,10,1,2,5,4,1,3,5,4,5,4,4,5,4,5,4,4,5,5,4,5,4,4,4,5,4,5,4,4,5,4,5,5,4,5,4,4,5,4,4,5,4,4,5,4,5,5,4,5,4,4,5,4,5,2,2,1,1,1,1,2,2,1,2,1,4,1,1,2,4,4,5,4,5,4,5,5,4,10,10,22462.6,61430.4,28157.8,1
g90KJO82n48,xLVWWmme,2025-01-07 10:02:49,2025-01-07 10:16:52,843,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,123.8.141.8,113.2221526,35.2248256,河南省,焦作市,COMPUTER,Windows,WeChat,1920px*1080px,1,0,0,1,10,1,2,4,4,1,3,4,5,4,2,2,5,5,5,5,5,5,5,4,5,5,4,3,5,3,3,3,2,2,3,4,4,4,4,5,4,5,5,5,4,4,5,5,4,4,5,4,4,4,4,4,4,5,4,2,4,3,4,2,2,3,3,3,2,4,3,3,4,4,4,5,4,4,4,4,4,4,10,10,96031.9,98481.3,34617.3,1
nZo3mB34RQ2,RMWKKlXM,2025-01-07 10:05:35,2025-01-07 10:15:33,598,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,211.140.207.170,121.1207570,41.1159750,辽宁省,锦州市,COMPUTER,Windows,Chrome,1920px*1080px,1,0,0,1,10,1,2,2,5,1,3,4,5,4,4,4,5,4,5,5,4,5,4,4,5,5,2,1,4,2,1,2,2,1,2,4,4,5,2,1,2,5,4,4,2,1,2,1,2,4,4,2,1,4,4,2,2,4,4,4,5,4,4,2,1,5,4,4,4,4,5,4,5,2,2,1,2,1,2,2,1,2,10,10,50560,20407.3,33934.6,1
NPXKVxwdQzJ,ve8owEdL,2025-01-07 10:01:13,2025-01-07 10:12:29,676,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,113.124.182.255,119.1683632,36.6947521,山东省,潍坊市,COMPUTER,Windows,Chrome,1366px*768px,1,0,0,1,10,1,2,5,4,1,3,4,5,4,2,3,4,4,5,4,4,4,5,4,4,5,4,4,5,3,4,4,3,3,4,4,3,3,4,4,5,4,3,3,4,4,5,4,4,3,3,4,4,4,3,4,4,2,2,1,2,2,3,2,1,3,2,2,2,3,2,2,2,4,3,4,4,3,4,4,3,4,10,10,74174.5,54383.9,57847.8,1
NPXKVoGlPBm,G7XZRdje,2025-01-07 09:59:19,2025-01-07 10:12:01,762,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,117.165.40.169,114.9385947,25.8322094,江西省,赣州市,COMPUTER,Windows,Chrome,1366px*768px,1,0,0,1,10,1,2,4,2,1,3,5,4,4,4,5,4,5,4,4,4,5,4,4,4,5,3,2,3,3,4,3,3,2,3,4,4,3,4,3,3,5,4,4,4,4,5,3,3,4,4,3,3,4,4,3,4,3,3,3,4,4,4,3,2,4,3,4,4,3,4,3,4,3,3,4,3,4,3,4,4,3,10,10,13057.7,14380.1,23947.1,1
Q1kKO1pAl6q,5LwnqK27,2025-01-07 09:46:21,2025-01-07 09:55:15,534,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,59.51.73.169,112.6189292,26.8895966,湖南省,衡阳市,COMPUTER,Windows,WeChat,1920px*1080px,1,0,0,1,10,1,2,5,3,1,3,4,5,4,4,4,5,4,5,4,4,3,4,3,4,4,2,4,5,3,4,3,4,4,5,3,3,4,5,4,4,5,4,5,4,5,4,4,5,5,4,4,3,4,5,4,4,3,2,1,3,1,2,1,2,2,3,2,4,5,3,2,2,4,5,4,4,5,5,3,4,4,10,10,30935.1,16436.4,23754.7,1
mNVrRKZKpvp,8MZn2w1M,2025-01-07 19:48:40,2025-01-07 19:59:29,649,1,jamQJn,消费者性格与AI视频广告研究动漫组（主研究-Study2）,223.85.149.95,105.0648550,29.6010170,四川省,内江市,COMPUTER,Windows,Chrome,1280px*720px,1,0,0,1,10,2,1,5,3,1,3,3,4,4,4,5,4,4,4,5,4,4,5,4,5,5,4,4,5,4,5,4,4,5,5,4,4,4,5,4,5,5,4,4,4,5,5,5,5,5,5,4,4,4,4,4,5,4,2,2,1,2,1,2,1,2,1,2,2,4,1,2,2,4,4,5,5,4,5,4,5,4,10,10,50409.2,150069.7,33592.6,0
g903VlNbgvl,kMrxA15L,2025-01-07 18:43:13,2025-01-07 18:51:04,471,1,jamQJn,消费者性格与AI视频广告研究动漫组（主研究-Study2）,118.73.224.98,111.5087800,36.0777020,山西省,临汾市,COMPUTER,Windows,Chrome,1536px*864px,1,0,0,1,10,2,1,4,2,1,3,1,2,2,3,3,2,2,2,1,4,4,2,3,4,4,1,2,2,2,1,1,1,1,1,2,1,2,1,1,1,2,2,2,2,1,3,2,2,4,4,1,2,1,2,2,1,2,5,4,4,5,4,4,4,4,4,4,4,1,4,4,5,1,2,2,1,2,1,1,1,1,10,10,43645.9,47204.4,26704.7,0
WQ2jQgy1XB0,DMxWVvQe,2025-01-07 18:27:07,2025-01-07 18:37:15,608,1,jamQJn,消费者性格与AI视频广告研究动漫组（主研究-Study2）,223.90.57.236,113.4065540,35.3321250,河南省,焦作市,COMPUTER,Windows,Chrome,1366px*768px,1,0,0,1,10,2,2,4,2,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,4,3,3,2,4,4,4,4,4,4,4,4,4,10,10,33609.7,84868,29869.4,0
mNVrNajqmrA,kMr8O5YL,2025-01-07 18:19:41,2025-01-07 18:34:30,889,1,jamQJn,消费者性格与AI视频广告研究动漫组（主研究-Study2）,111.1.217.66,120.6906700,27.8281420,浙江省,温州市,COMPUTER,Windows,Chrome,1235px*823px,1,0,0,1,10,2,2,4,4,1,3,5,5,4,4,4,3,5,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,5,5,10,10,17917.4,10894.2,30351.1,0
oGm3OKDWn0O,0eyYyQQe,2025-01-07 16:49:03,2025-01-07 17:10:28,1285,1,jamQJn,消费者性格与AI视频广告研究动漫组（主研究-Study2）,113.26.104.65,111.1390880,37.5153520,山西省,吕梁市,COMPUTER,Windows,Chrome,1920px*1080px,1,0,0,1,10,2,2,5,3,1,3,4,5,4,2,3,3,5,5,4,5,5,4,4,5,5,5,4,5,5,5,4,4,5,4,5,4,4,5,4,4,5,5,5,5,4,5,4,4,4,5,5,4,4,5,5,4,4,2,2,1,2,2,4,2,4,1,2,2,5,2,1,2,5,4,4,4,5,5,4,5,5,10,10,26678.1,11339.8,32142.8,0
vwkmkwEAD83,WLG5ogEM,2025-01-07 16:09:17,2025-01-07 16:19:04,587,1,jamQJn,消费者性格与AI视频广告研究动漫组（主研究-Study2）,120.208.177.33,111.5133548,36.0938897,山西省,临汾市,COMPUTER,Windows,Chrome,1366px*768px,1,0,0,1,10,2,2,4,4,1,3,4,5,4,4,3,3,4,3,4,4,3,3,4,5,3,5,4,4,5,4,3,3,4,5,3,3,4,5,4,4,5,3,4,4,3,4,4,5,4,3,4,5,4,3,4,4,5,2,3,2,2,2,3,2,2,3,2,2,3,3,4,2,4,3,4,3,4,4,4,3,4,10,10,11576.8,8455.9,30372.9,0
nZop6r29GPd,BMDPAjQM,2025-01-07 11:53:38,2025-01-07 12:06:09,751,1,jamQJn,消费者性格与AI视频广告研究动漫组（主研究-Study2）,121.230.22.114,119.9226594,32.4832614,江苏省,泰州市,COMPUTER,Windows,Chrome,1280px*720px,1,0,0,1,10,2,2,4,3,1,3,5,4,5,4,4,5,5,5,4,5,4,4,5,4,4,4,4,5,4,5,5,4,5,4,4,4,5,4,5,4,4,5,5,4,4,5,5,4,5,5,4,4,5,4,4,5,3,2,1,2,2,1,1,2,1,2,1,2,5,2,2,2,5,4,5,5,4,4,5,5,4,10,10,18861.7,14004.2,32031.5,0
